,Origin,Destination,Date,Carrier,Price,Depart_Time,Dep_meridiem,Arrive_time,Arrival_time_meridiem,Duration,Flight_pattern
8353,ATL,MBJ,05-20,American Airlines,$240,5:16,am,9:37,am,5h 21m,1 stop
8354,ATL,MBJ,05-20,American Airlines,$240,6:56,am,11:28,am,5h 32m,1 stop
8355,ATL,MBJ,05-20,American Airlines,$240,8:31,am,2:00,pm,6h 29m,1 stop
8356,ATL,MBJ,05-20,American Airlines,$240,5:16,am,11:28,am,7h 12m,1 stop
8357,ATL,MBJ,05-20,American Airlines,$240,6:56,am,2:00,pm,8h 04m,1 stop
8358,ATL,MBJ,05-20,American Airlines,$240,5:16,am,2:00,pm,9h 44m,1 stop
8359,ATL,MBJ,05-20,American Airlines,$242,9:13,am,12:53,pm,4h 40m,1 stop
8360,ATL,MBJ,05-21,Spirit Airlines,$147,6:00,am,2:46,pm,9h 46m,1 stop
8361,ATL,MBJ,05-21,Delta,$237,9:08,am,10:55,am,2h 47m,nonstop
8362,ATL,MBJ,05-21,Spirit Airlines,$140,6:00,am,2:46,pm,9h 46m,1 stop
8363,ATL,MBJ,05-21,Spirit Airlines,$159,10:00,am,2:17,pm,5h 17m,1 stop
8364,ATL,MBJ,05-21,Spirit Airlines,$159,8:41,am,2:17,pm,6h 36m,1 stop
8365,ATL,MBJ,05-21,Spirit Airlines,$159,7:38,am,2:17,pm,7h 39m,1 stop
8366,ATL,MBJ,05-21,Spirit Airlines,$159,6:00,am,2:17,pm,9h 17m,2 stops
8367,ATL,MBJ,05-21,Spirit Airlines,$184,7:00,am,12:34,pm,6h 34m,1 stop
8368,ATL,MBJ,05-21,JetBlue,$185,6:45,am,12:05,pm,6h 20m,1 stop
8369,ATL,MBJ,05-21,Delta,$237,12:11,pm,2:00,pm,2h 49m,nonstop
8370,ATL,MBJ,05-21,Delta,$237,10:45,am,12:38,pm,2h 53m,nonstop
8371,ATL,MBJ,05-21,American Airlines,$240,5:16,am,9:37,am,5h 21m,1 stop
8372,ATL,MBJ,05-21,American Airlines,$240,6:56,am,11:28,am,5h 32m,1 stop
8373,ATL,MBJ,05-21,American Airlines,$240,8:31,am,2:00,pm,6h 29m,1 stop
8374,ATL,MBJ,05-21,American Airlines,$240,5:16,am,11:28,am,7h 12m,1 stop
8375,ATL,MBJ,05-21,American Airlines,$240,6:56,am,2:00,pm,8h 04m,1 stop
8376,ATL,MBJ,05-22,Spirit Airlines,$163,10:00,am,2:17,pm,5h 17m,1 stop
8377,ATL,MBJ,05-22,Delta,$237,10:45,am,12:38,pm,2h 53m,nonstop
8378,ATL,MBJ,05-22,Spirit Airlines,$163,10:00,am,2:17,pm,5h 17m,1 stop
8379,ATL,MBJ,05-22,Spirit Airlines,$163,8:41,am,2:17,pm,6h 36m,1 stop
8380,ATL,MBJ,05-22,Spirit Airlines,$163,7:38,am,2:17,pm,7h 39m,1 stop
8381,ATL,MBJ,05-22,Spirit Airlines,$163,6:00,am,2:17,pm,9h 17m,2 stops
8382,ATL,MBJ,05-22,Spirit Airlines,$208,7:00,am,12:34,pm,6h 34m,1 stop
8383,ATL,MBJ,05-22,American Airlines,$240,8:31,am,2:00,pm,6h 29m,1 stop
8384,ATL,MBJ,05-22,American Airlines,$240,6:56,am,2:00,pm,8h 04m,1 stop
8385,ATL,MBJ,05-22,American Airlines,$240,5:16,am,2:00,pm,9h 44m,1 stop
8386,ATL,MBJ,05-22,JetBlue,$249,6:45,am,12:05,pm,6h 20m,1 stop
8387,ATL,MBJ,05-22,Multiple Airlines,$279,6:45,am,2:17,pm,8h 32m,1 stop
8388,ATL,MBJ,05-22,Multiple Airlines,$291,6:45,am,2:17,pm,8h 32m,"1 stop 

"
8389,ATL,MBJ,05-22,Delta,$317,9:08,am,10:55,am,2h 47m,nonstop
8390,ATL,MBJ,05-22,Delta,$317,12:11,pm,2:00,pm,2h 49m,nonstop
8391,ATL,MBJ,05-22,American Airlines,$320,5:16,am,9:37,am,5h 21m,1 stop
8392,ATL,MBJ,05-23,Spirit Airlines,$254,10:00,am,2:17,pm,5h 17m,1 stop
8393,ATL,MBJ,05-23,Spirit Airlines,$220,10:50,pm,12:34,pm,14h 44m,1 stop
8394,ATL,MBJ,05-23,Delta,$389,9:08,am,10:55,am,2h 47m,nonstop
8395,ATL,MBJ,05-23,Spirit Airlines,$249,6:00,am,2:46,pm,9h 46m,1 stop
8396,ATL,MBJ,05-23,Spirit Airlines,$250,10:00,am,2:17,pm,5h 17m,1 stop
8397,ATL,MBJ,05-23,Spirit Airlines,$250,8:41,am,2:17,pm,6h 36m,1 stop
8398,ATL,MBJ,05-23,Spirit Airlines,$250,7:38,am,2:17,pm,7h 39m,1 stop
8399,ATL,MBJ,05-23,Spirit Airlines,$250,6:00,am,2:17,pm,9h 17m,2 stops
8400,ATL,MBJ,05-23,Spirit Airlines,$290,7:00,am,12:34,pm,6h 34m,1 stop
8401,ATL,MBJ,05-23,American Airlines,$380,6:56,am,11:28,am,5h 32m,1 stop
8402,ATL,MBJ,05-23,American Airlines,$382,12:32,pm,7:50,pm,8h 18m,1 stop
8403,ATL,MBJ,05-23,American Airlines,$382,9:13,am,7:50,pm,11h 37m,1 stop
8404,ATL,MBJ,05-23,Multiple Airlines,$386,6:45,am,2:17,pm,8h 32m,"1 stop 

"
8405,ATL,MBJ,05-23,Delta,$389,12:11,pm,2:00,pm,2h 49m,nonstop
8406,ATL,MBJ,05-23,JetBlue,$401,6:45,am,12:05,pm,6h 20m,1 stop
8407,ATL,MBJ,05-23,American Airlines,$404,5:16,am,9:37,am,5h 21m,1 stop
8408,ATL,MBJ,05-24,Spirit Airlines,$264,6:00,am,2:17,pm,9h 17m,2 stops
8409,ATL,MBJ,05-24,Spirit Airlines,$230,7:00,am,12:34,pm,6h 34m,1 stop
8410,ATL,MBJ,05-24,Delta,$459,12:11,pm,2:00,pm,2h 49m,nonstop
8411,ATL,MBJ,05-24,Spirit Airlines,$230,10:50,pm,12:34,pm,14h 44m,1 stop
8412,ATL,MBJ,05-24,Spirit Airlines,$260,6:00,am,2:17,pm,9h 17m,2 stops
8413,ATL,MBJ,05-24,Spirit Airlines,$300,7:38,am,2:17,pm,7h 39m,1 stop
8414,ATL,MBJ,05-24,Spirit Airlines,$350,10:00,am,2:17,pm,5h 17m,1 stop
8415,ATL,MBJ,05-24,Spirit Airlines,$350,8:41,am,2:17,pm,6h 36m,1 stop
8416,ATL,MBJ,05-24,American Airlines,$392,9:13,am,7:50,pm,11h 37m,1 stop
8417,ATL,MBJ,05-24,American Airlines,$414,6:56,am,2:00,pm,8h 04m,1 stop
8418,ATL,MBJ,05-24,JetBlue,$446,6:45,am,12:05,pm,6h 20m,1 stop
8419,ATL,MBJ,05-24,American Airlines,$470,5:16,am,9:37,am,5h 21m,1 stop
8420,ATL,MBJ,05-24,American Airlines,$470,6:56,am,11:28,am,5h 32m,1 stop
8421,ATL,MBJ,05-24,American Airlines,$470,8:31,am,2:00,pm,6h 29m,1 stop
8422,ATL,MBJ,05-24,American Airlines,$470,5:16,am,11:28,am,7h 12m,1 stop
8423,ATL,MBJ,05-24,American Airlines,$470,12:28,pm,7:50,pm,8h 22m,2 stops
8424,ATL,MBJ,05-25,Spirit Airlines,$219,7:00,am,12:34,pm,6h 34m,1 stop
8425,ATL,MBJ,05-25,Spirit Airlines,$199,10:50,pm,12:34,pm,14h 44m,1 stop
8426,ATL,MBJ,05-25,Delta,$299,6:07,pm,8:00,pm,2h 53m,nonstop
8427,ATL,MBJ,05-25,Spirit Airlines,$219,7:00,am,12:34,pm,6h 34m,1 stop
8428,ATL,MBJ,05-25,Spirit Airlines,$223,6:00,am,2:17,pm,9h 17m,2 stops
8429,ATL,MBJ,05-25,Spirit Airlines,$249,6:00,am,2:46,pm,9h 46m,1 stop
8430,ATL,MBJ,05-25,Spirit Airlines,$265,8:41,am,2:17,pm,6h 36m,1 stop
8431,ATL,MBJ,05-25,Spirit Airlines,$265,7:38,am,2:17,pm,7h 39m,1 stop
8432,ATL,MBJ,05-25,Multiple Airlines,$336,6:10,am,2:46,pm,9h 36m,1 stop
8433,ATL,MBJ,05-25,Multiple Airlines,$361,7:38,am,1:35,pm,6h 57m,"2 stops 

"
8434,ATL,MBJ,05-25,Spirit Airlines,$373,10:00,am,2:17,pm,5h 17m,1 stop
8435,ATL,MBJ,05-25,American Airlines,$390,6:56,am,11:28,am,5h 32m,1 stop
8436,ATL,MBJ,05-25,American Airlines,$390,5:30,am,11:28,am,6h 58m,1 stop
8437,ATL,MBJ,05-25,American Airlines,$390,8:31,am,3:05,pm,7h 34m,1 stop
8438,ATL,MBJ,05-25,American Airlines,$390,6:56,am,1:55,pm,7h 59m,1 stop
8439,ATL,MBJ,05-25,American Airlines,$390,6:56,am,3:05,pm,9h 09m,1 stop
8440,ATL,MBS,05-19,Delta,$267,6:10,pm,11:12,pm,5h 02m,1 stop
8441,ATL,MBS,05-19,Delta,$299,4:55,pm,9:02,pm,4h 07m,1 stop
8442,ATL,MBS,05-19,United Airlines,$379,11:55,am,4:17,pm,4h 22m,1 stop
8443,ATL,MBS,05-19,United Airlines,$299,10:55,am,4:17,pm,5h 22m,1 stop
8444,ATL,MBS,05-19,Delta,$299,7:25,am,1:24,pm,5h 59m,1 stop
8445,ATL,MBS,05-19,Delta,$299,4:55,pm,11:12,pm,6h 17m,1 stop
8446,ATL,MBS,05-19,Delta,$299,2:16,pm,9:02,pm,6h 46m,1 stop
8447,ATL,MBS,05-19,Delta,$379,7:50,pm,11:12,pm,3h 22m,1 stop
8448,ATL,MBS,05-19,Delta,$379,9:30,am,1:24,pm,3h 54m,1 stop
8449,ATL,MBS,05-19,Delta,$379,3:12,pm,9:02,pm,5h 50m,1 stop
8450,ATL,MBS,05-19,United Airlines,$379,3:35,pm,9:47,pm,6h 12m,1 stop
8451,ATL,MBS,05-19,United Airlines,$406,5:45,am,4:17,pm,10h 32m,2 stops
8452,ATL,MBS,05-19,United Airlines,$411,7:00,am,4:17,pm,9h 17m,2 stops
8453,ATL,MBS,05-19,Delta,$412,10:55,am,4:33,pm,5h 38m,1 stop
8454,ATL,MBS,05-19,Delta,$412,3:17,pm,11:26,pm,8h 09m,1 stop
8455,ATL,MBS,05-20,Delta,$267,7:50,pm,11:12,pm,3h 22m,1 stop
8456,ATL,MBS,05-20,Delta,$267,6:00,am,9:28,am,3h 28m,1 stop
8457,ATL,MBS,05-20,Delta,$299,6:10,pm,11:12,pm,5h 02m,1 stop
8458,ATL,MBS,05-20,Delta,$299,5:49,pm,11:26,pm,5h 37m,1 stop
8459,ATL,MBS,05-20,United Airlines,$299,3:35,pm,9:47,pm,6h 12m,1 stop
8460,ATL,MBS,05-20,Delta,$299,3:17,pm,11:26,pm,8h 09m,1 stop
8461,ATL,MBS,05-20,United Airlines,$351,9:30,pm,10:07,am,12h 37m,2 stops
8462,ATL,MBS,05-20,United Airlines,$379,11:55,am,4:17,pm,4h 22m,1 stop
8463,ATL,MBS,05-20,United Airlines,$379,10:55,am,4:17,pm,5h 22m,1 stop
8464,ATL,MBS,05-20,Delta,$379,3:12,pm,9:02,pm,5h 50m,1 stop
8465,ATL,MBS,05-20,Delta,$379,4:55,pm,11:12,pm,6h 17m,1 stop
8466,ATL,MBS,05-20,Delta,$379,4:47,pm,11:26,pm,6h 39m,1 stop
8467,ATL,MBS,05-20,Delta,$379,2:16,pm,9:02,pm,6h 46m,1 stop
8468,ATL,MBS,05-20,Delta,$412,1:16,pm,4:33,pm,3h 17m,1 stop
8469,ATL,MBS,05-20,Delta,$412,4:55,pm,9:02,pm,4h 07m,1 stop
8470,ATL,MBS,05-21,Delta,$187,6:10,pm,11:12,pm,5h 02m,1 stop
8471,ATL,MBS,05-21,United Airlines,$197,11:55,am,4:17,pm,4h 22m,1 stop
8472,ATL,MBS,05-21,Delta,$219,7:50,pm,11:12,pm,3h 22m,1 stop
8473,ATL,MBS,05-21,Delta,$187,4:55,pm,11:12,pm,6h 17m,1 stop
8474,ATL,MBS,05-21,United Airlines,$197,10:55,am,4:17,pm,5h 22m,1 stop
8475,ATL,MBS,05-21,Delta,$267,4:55,pm,9:02,pm,4h 07m,1 stop
8476,ATL,MBS,05-21,United Airlines,$267,3:35,pm,9:47,pm,6h 12m,1 stop
8477,ATL,MBS,05-21,Delta,$299,1:16,pm,4:33,pm,3h 17m,1 stop
8478,ATL,MBS,05-21,Delta,$299,9:30,am,1:24,pm,3h 54m,1 stop
8479,ATL,MBS,05-21,Delta,$299,5:49,pm,11:26,pm,5h 37m,1 stop
8480,ATL,MBS,05-21,Delta,$299,10:55,am,4:33,pm,5h 38m,1 stop
8481,ATL,MBS,05-21,Delta,$299,3:12,pm,9:02,pm,5h 50m,1 stop
8482,ATL,MBS,05-21,Delta,$299,7:25,am,1:24,pm,5h 59m,1 stop
8483,ATL,MBS,05-21,Delta,$299,2:16,pm,9:02,pm,6h 46m,1 stop
8484,ATL,MBS,05-21,United Airlines,$300,9:30,pm,10:07,am,12h 37m,2 stops
8485,ATL,MBS,05-22,United Airlines,$187,11:55,am,4:17,pm,4h 22m,1 stop
8486,ATL,MBS,05-22,Delta,$219,7:50,pm,11:12,pm,3h 22m,1 stop
8487,ATL,MBS,05-22,United Airlines,$197,10:55,am,4:17,pm,5h 22m,1 stop
8488,ATL,MBS,05-22,Delta,$197,4:55,pm,11:12,pm,6h 17m,1 stop
8489,ATL,MBS,05-22,United Airlines,$256,9:30,am,9:47,pm,12h 17m,"2 stops 

"
8490,ATL,MBS,05-22,United Airlines,$261,9:30,am,9:47,pm,12h 17m,"2 stops 

"
8491,ATL,MBS,05-22,United Airlines,$261,9:30,am,9:47,pm,12h 17m,"2 stops 

"
8492,ATL,MBS,05-22,Delta,$267,6:10,pm,11:12,pm,5h 02m,1 stop
8493,ATL,MBS,05-22,Delta,$267,7:25,am,1:24,pm,5h 59m,1 stop
8494,ATL,MBS,05-22,Delta,$267,3:17,pm,11:26,pm,8h 09m,1 stop
8495,ATL,MBS,05-22,Delta,$284,3:30,pm,11:12,pm,7h 42m,2 stops
8496,ATL,MBS,05-22,Delta,$284,1:30,pm,11:12,pm,9h 42m,2 stops
8497,ATL,MBS,05-22,Delta,$299,9:30,am,1:24,pm,3h 54m,1 stop
8498,ATL,MBS,05-22,Delta,$299,5:49,pm,11:26,pm,5h 37m,1 stop
8499,ATL,MBS,05-22,United Airlines,$299,3:35,pm,9:47,pm,6h 12m,1 stop
8500,ATL,MBS,05-23,United Airlines,$267,11:55,am,4:17,pm,4h 22m,1 stop
8501,ATL,MBS,05-23,Delta,$412,1:16,pm,4:33,pm,3h 17m,1 stop
8502,ATL,MBS,05-23,United Airlines,$267,10:55,am,4:17,pm,5h 22m,1 stop
8503,ATL,MBS,05-23,Delta,$299,2:16,pm,9:02,pm,6h 46m,1 stop
8504,ATL,MBS,05-23,Delta,$379,3:12,pm,9:02,pm,5h 50m,1 stop
8505,ATL,MBS,05-23,Delta,$379,7:25,am,1:24,pm,5h 59m,1 stop
8506,ATL,MBS,05-23,United Airlines,$389,9:30,pm,10:07,am,12h 37m,2 stops
8507,ATL,MBS,05-23,Delta,$412,7:50,pm,11:12,pm,3h 22m,1 stop
8508,ATL,MBS,05-23,Delta,$412,6:10,pm,11:12,pm,5h 02m,1 stop
8509,ATL,MBS,05-23,United Airlines,$432,3:35,pm,9:47,pm,6h 12m,1 stop
8510,ATL,MBS,05-23,Delta,$436,7:48,am,1:24,pm,5h 36m,2 stops
8511,ATL,MBS,05-23,Delta,$479,9:30,am,1:24,pm,3h 54m,1 stop
8512,ATL,MBS,05-23,Delta,$479,10:55,am,4:33,pm,5h 38m,1 stop
8513,ATL,MBS,05-23,Delta,$479,4:55,pm,11:12,pm,6h 17m,1 stop
8514,ATL,MBS,05-23,Delta,$479,3:17,pm,11:26,pm,8h 09m,1 stop
8515,ATL,MBS,05-24,Delta,$267,6:10,pm,11:12,pm,5h 02m,1 stop
8516,ATL,MBS,05-24,Delta,$299,7:50,pm,11:12,pm,3h 22m,1 stop
8517,ATL,MBS,05-24,Delta,$267,4:55,pm,11:12,pm,6h 17m,1 stop
8518,ATL,MBS,05-24,Delta,$299,7:25,am,1:24,pm,5h 59m,1 stop
8519,ATL,MBS,05-24,Delta,$379,9:30,am,1:24,pm,3h 54m,1 stop
8520,ATL,MBS,05-24,Delta,$379,4:55,pm,9:02,pm,4h 07m,1 stop
8521,ATL,MBS,05-24,Delta,$379,5:49,pm,11:26,pm,5h 37m,1 stop
8522,ATL,MBS,05-24,Delta,$379,3:12,pm,9:02,pm,5h 50m,1 stop
8523,ATL,MBS,05-24,Delta,$379,3:17,pm,11:26,pm,8h 09m,1 stop
8524,ATL,MBS,05-24,United Airlines,$389,11:55,am,4:17,pm,4h 22m,1 stop
8525,ATL,MBS,05-24,United Airlines,$389,10:55,am,4:17,pm,5h 22m,1 stop
8526,ATL,MBS,05-24,Delta,$412,2:16,pm,9:02,pm,6h 46m,1 stop
8527,ATL,MBS,05-24,United Airlines,$432,3:35,pm,9:47,pm,6h 12m,1 stop
8528,ATL,MBS,05-24,Delta,$436,7:48,am,1:24,pm,5h 36m,2 stops
8529,ATL,MBS,05-24,Delta,$479,1:16,pm,4:33,pm,3h 17m,1 stop
8530,ATL,MCI,05-19,American Airlines,$109,5:16,am,9:46,am,5h 30m,1 stop
8531,ATL,MCI,05-19,Delta,$112,8:10,am,9:18,am,2h 08m,nonstop
8532,ATL,MCI,05-19,Delta,$112,7:34,pm,8:42,pm,2h 08m,nonstop
8533,ATL,MCI,05-19,Delta,$112,10:48,pm,11:57,pm,2h 09m,nonstop
8534,ATL,MCI,05-19,Delta,$126,12:05,pm,1:10,pm,2h 05m,nonstop
8535,ATL,MCI,05-19,Delta,$126,2:15,pm,3:27,pm,2h 12m,nonstop
8536,ATL,MCI,05-19,Delta,$126,9:28,pm,10:39,pm,2h 11m,nonstop
8537,ATL,MCI,05-19,Delta,$148,10:39,am,11:48,am,2h 09m,nonstop
8538,ATL,MCI,05-19,Delta,$148,5:27,pm,6:42,pm,2h 15m,nonstop
8539,ATL,MCI,05-19,Delta,$178,3:59,pm,5:12,pm,2h 13m,nonstop
8540,ATL,MCI,05-19,American Airlines,$145,6:05,am,10:12,am,5h 07m,1 stop
8541,ATL,MCI,05-19,Spirit Airlines,$181,6:00,am,10:56,am,5h 56m,1 stop
8542,ATL,MCI,05-19,American Airlines,$185,7:45,pm,12:01,am,5h 16m,1 stop
8543,ATL,MCI,05-19,American Airlines,$186,5:38,pm,11:47,pm,7h 09m,1 stop
8544,ATL,MCI,05-19,Spirit Airlines,$197,8:15,am,12:18,pm,5h 03m,1 stop
8545,ATL,MCI,05-20,American Airlines,$110,7:39,pm,12:01,am,5h 22m,1 stop
8546,ATL,MCI,05-20,Delta,$112,5:27,pm,6:42,pm,2h 15m,nonstop
8547,ATL,MCI,05-20,Delta,$178,9:28,pm,10:39,pm,2h 11m,nonstop
8548,ATL,MCI,05-20,Delta,$208,3:59,pm,5:12,pm,2h 13m,nonstop
8549,ATL,MCI,05-20,Delta,$208,7:34,pm,8:42,pm,2h 08m,nonstop
8550,ATL,MCI,05-20,Delta,$208,10:48,pm,11:57,pm,2h 09m,nonstop
8551,ATL,MCI,05-20,Delta,$258,12:05,pm,1:10,pm,2h 05m,nonstop
8552,ATL,MCI,05-20,Delta,$258,2:15,pm,3:27,pm,2h 12m,nonstop
8553,ATL,MCI,05-20,Delta,$308,8:10,am,9:18,am,2h 08m,nonstop
8554,ATL,MCI,05-20,Delta,$308,10:39,am,11:48,am,2h 09m,nonstop
8555,ATL,MCI,05-20,American Airlines,$185,7:45,pm,12:01,am,5h 16m,1 stop
8556,ATL,MCI,05-20,American Airlines,$217,6:19,pm,10:11,pm,4h 52m,1 stop
8557,ATL,MCI,05-20,American Airlines,$225,5:47,pm,9:20,pm,4h 33m,1 stop
8558,ATL,MCI,05-20,American Airlines,$110,5:38,pm,11:47,pm,7h 09m,1 stop
8559,ATL,MCI,05-20,American Airlines,$144,3:19,pm,9:20,pm,7h 01m,1 stop
8560,ATL,MCI,05-21,American Airlines,$100,5:16,am,9:46,am,5h 30m,1 stop
8561,ATL,MCI,05-21,Delta,$112,10:48,pm,11:57,pm,2h 09m,nonstop
8562,ATL,MCI,05-21,Delta,$126,8:10,am,9:18,am,2h 08m,nonstop
8563,ATL,MCI,05-21,Delta,$148,3:59,pm,5:12,pm,2h 13m,nonstop
8564,ATL,MCI,05-21,Delta,$148,5:27,pm,6:42,pm,2h 15m,nonstop
8565,ATL,MCI,05-21,Delta,$178,12:05,pm,1:10,pm,2h 05m,nonstop
8566,ATL,MCI,05-21,Delta,$178,2:15,pm,3:27,pm,2h 12m,nonstop
8567,ATL,MCI,05-21,Delta,$208,10:39,am,11:48,am,2h 09m,nonstop
8568,ATL,MCI,05-21,Delta,$208,7:34,pm,8:42,pm,2h 08m,nonstop
8569,ATL,MCI,05-21,Delta,$258,9:28,pm,10:39,pm,2h 11m,nonstop
8570,ATL,MCI,05-21,American Airlines,$101,5:38,pm,9:56,pm,5h 18m,1 stop
8571,ATL,MCI,05-21,American Airlines,$101,7:39,pm,12:01,am,5h 22m,1 stop
8572,ATL,MCI,05-21,Spirit Airlines,$104,8:15,am,12:18,pm,5h 03m,1 stop
8573,ATL,MCI,05-21,American Airlines,$120,10:38,am,3:23,pm,5h 45m,1 stop
8574,ATL,MCI,05-21,American Airlines,$145,6:05,am,10:12,am,5h 07m,1 stop
8575,ATL,MCI,05-22,American Airlines,$100,5:16,am,9:46,am,5h 30m,1 stop
8576,ATL,MCI,05-22,Delta,$112,12:05,pm,1:10,pm,2h 05m,nonstop
8577,ATL,MCI,05-22,Delta,$112,8:10,am,9:18,am,2h 08m,nonstop
8578,ATL,MCI,05-22,Delta,$112,5:27,pm,6:42,pm,2h 15m,nonstop
8579,ATL,MCI,05-22,Delta,$112,7:34,pm,8:42,pm,2h 08m,nonstop
8580,ATL,MCI,05-22,Delta,$112,9:28,pm,10:39,pm,2h 11m,nonstop
8581,ATL,MCI,05-22,Delta,$112,10:48,pm,11:57,pm,2h 09m,nonstop
8582,ATL,MCI,05-22,Delta,$126,2:15,pm,3:27,pm,2h 12m,nonstop
8583,ATL,MCI,05-22,Delta,$178,3:59,pm,5:12,pm,2h 13m,nonstop
8584,ATL,MCI,05-22,Delta,$208,10:39,am,11:48,am,2h 09m,nonstop
8585,ATL,MCI,05-22,American Airlines,$145,7:39,pm,12:01,am,5h 22m,1 stop
8586,ATL,MCI,05-22,American Airlines,$186,6:09,am,10:15,am,5h 06m,1 stop
8587,ATL,MCI,05-22,United Airlines,$186,10:55,am,2:37,pm,4h 42m,1 stop
8588,ATL,MCI,05-22,American Airlines,$101,6:53,am,12:07,pm,6h 14m,1 stop
8589,ATL,MCI,05-22,American Airlines,$101,7:34,am,2:53,pm,8h 19m,1 stop
8590,ATL,MCI,05-23,Delta,$112,8:10,am,9:18,am,2h 08m,nonstop
8591,ATL,MCI,05-23,Delta,$112,10:48,pm,11:57,pm,2h 09m,nonstop
8592,ATL,MCI,05-23,Delta,$126,5:27,pm,6:42,pm,2h 15m,nonstop
8593,ATL,MCI,05-23,Delta,$148,10:39,am,11:48,am,2h 09m,nonstop
8594,ATL,MCI,05-23,Delta,$148,12:05,pm,1:10,pm,2h 05m,nonstop
8595,ATL,MCI,05-23,Delta,$148,2:15,pm,3:27,pm,2h 12m,nonstop
8596,ATL,MCI,05-23,Delta,$148,9:28,pm,10:39,pm,2h 11m,nonstop
8597,ATL,MCI,05-23,Delta,$208,3:59,pm,5:12,pm,2h 13m,nonstop
8598,ATL,MCI,05-23,Delta,$208,7:34,pm,8:42,pm,2h 08m,nonstop
8599,ATL,MCI,05-23,American Airlines,$119,5:16,am,9:46,am,5h 30m,1 stop
8600,ATL,MCI,05-23,Spirit Airlines,$133,8:15,am,12:18,pm,5h 03m,1 stop
8601,ATL,MCI,05-23,Spirit Airlines,$173,6:00,am,10:56,am,5h 56m,1 stop
8602,ATL,MCI,05-23,American Airlines,$186,5:05,am,10:21,am,6h 16m,1 stop
8603,ATL,MCI,05-23,American Airlines,$226,6:05,am,10:12,am,5h 07m,1 stop
8604,ATL,MCI,05-23,American Airlines,$226,5:38,pm,11:47,pm,7h 09m,1 stop
8605,ATL,MCI,05-24,Delta,$148,7:34,pm,8:42,pm,2h 08m,nonstop
8606,ATL,MCI,05-24,Delta,$148,9:28,pm,10:39,pm,2h 11m,nonstop
8607,ATL,MCI,05-24,Delta,$178,12:05,pm,1:10,pm,2h 05m,nonstop
8608,ATL,MCI,05-24,Delta,$178,8:10,am,9:18,am,2h 08m,nonstop
8609,ATL,MCI,05-24,Delta,$178,10:39,am,11:48,am,2h 09m,nonstop
8610,ATL,MCI,05-24,Delta,$178,2:15,pm,3:27,pm,2h 12m,nonstop
8611,ATL,MCI,05-24,Delta,$178,3:59,pm,5:12,pm,2h 13m,nonstop
8612,ATL,MCI,05-24,Delta,$178,10:48,pm,11:57,pm,2h 09m,nonstop
8613,ATL,MCI,05-24,Delta,$208,5:27,pm,6:42,pm,2h 15m,nonstop
8614,ATL,MCI,05-24,Spirit Airlines,$175,8:15,am,12:18,pm,5h 03m,1 stop
8615,ATL,MCI,05-24,American Airlines,$186,5:38,pm,11:47,pm,7h 09m,1 stop
8616,ATL,MCI,05-24,American Airlines,$225,5:16,am,9:46,am,5h 30m,1 stop
8617,ATL,MCI,05-24,American Airlines,$226,5:05,am,10:21,am,6h 16m,1 stop
8618,ATL,MCI,05-24,American Airlines,$226,5:42,am,12:07,pm,7h 25m,1 stop
8619,ATL,MCI,05-24,American Airlines,$226,6:53,am,12:07,pm,6h 14m,1 stop
8620,ATL,MCI,05-25,American Airlines,$100,5:30,am,9:41,am,5h 11m,1 stop
8621,ATL,MCI,05-25,Delta,$112,10:34,pm,11:46,pm,2h 12m,nonstop
8622,ATL,MCI,05-25,Delta,$126,8:13,am,9:20,am,2h 07m,nonstop
8623,ATL,MCI,05-25,Delta,$148,7:34,pm,8:39,pm,2h 05m,nonstop
8624,ATL,MCI,05-25,Delta,$148,12:05,pm,1:12,pm,2h 07m,nonstop
8625,ATL,MCI,05-25,Delta,$178,10:35,am,11:43,am,2h 08m,nonstop
8626,ATL,MCI,05-25,Delta,$178,3:14,pm,4:24,pm,2h 10m,nonstop
8627,ATL,MCI,05-25,United Airlines,$186,10:55,am,2:32,pm,4h 37m,1 stop
8628,ATL,MCI,05-25,American Airlines,$101,2:49,pm,9:46,pm,7h 57m,1 stop
8629,ATL,MCI,05-25,Spirit Airlines,$124,8:15,am,12:18,pm,5h 03m,1 stop
8630,ATL,MCI,05-25,American Airlines,$186,5:05,am,10:21,am,6h 16m,1 stop
8631,ATL,MCI,05-25,United Airlines,$186,8:00,am,2:32,pm,7h 32m,1 stop
8632,ATL,MCI,05-25,Spirit Airlines,$208,6:00,am,10:56,am,5h 56m,1 stop
8633,ATL,MCI,05-25,United Airlines,$216,3:35,pm,9:22,pm,6h 47m,1 stop
8634,ATL,MCI,05-25,American Airlines,$225,7:45,pm,12:01,am,5h 16m,1 stop
8635,ATL,MCN,05-19,Linear Air Taxi,$1601,6:00,am,6:35,am,0h 35m,nonstop
8636,ATL,MCN,05-19,Linear Air Taxi,$1601,7:00,am,7:35,am,0h 35m,nonstop
8637,ATL,MCN,05-19,Linear Air Taxi,$1601,8:00,am,8:35,am,0h 35m,nonstop
8638,ATL,MCN,05-19,Linear Air Taxi,$1601,9:00,am,9:35,am,0h 35m,nonstop
8639,ATL,MCN,05-19,Linear Air Taxi,$1601,10:00,am,10:35,am,0h 35m,nonstop
8640,ATL,MCN,05-19,Linear Air Taxi,$1601,11:00,am,11:35,am,0h 35m,nonstop
