,Origin,Destination,Date,Carrier,Price,Depart_Time,Dep_meridiem,Arrive_time,Arrival_time_meridiem,Duration,Flight_pattern
2276,ATL,BZE,05-22,American Airlines,$182,7:30,am,12:43,pm,7h 13m,1 stop
2277,ATL,BZE,05-22,American Airlines,$182,7:30,am,10:42,am,5h 12m,1 stop
2278,ATL,BZE,05-22,American Airlines,$182,8:00,am,12:56,pm,6h 56m,1 stop
2279,ATL,BZE,05-22,American Airlines,$182,9:13,am,12:43,pm,5h 30m,1 stop
2280,ATL,BZE,05-22,United Airlines,$377,7:35,am,11:17,am,5h 42m,1 stop
2281,ATL,BZE,05-22,American Airlines,$428,5:16,am,12:43,pm,9h 27m,2 stops
2282,ATL,BZE,05-22,American Airlines,$428,5:16,am,12:43,pm,9h 27m,2 stops
2283,ATL,BZE,05-22,American Airlines,$428,5:16,am,10:42,am,7h 26m,2 stops
2284,ATL,BZE,05-22,American Airlines,$428,6:56,am,12:43,pm,7h 47m,2 stops
2285,ATL,BZE,05-22,American Airlines,$507,5:16,am,12:56,pm,9h 40m,2 stops
2286,ATL,BZE,05-22,Multiple Airlines,$933,11:01,am,8:40,pm,11h 39m,"1 stop 

"
2287,ATL,BZE,05-23,Delta,$342,10:12,am,11:17,am,3h 05m,nonstop
2288,ATL,BZE,05-23,American Airlines,$428,5:16,am,12:43,pm,9h 27m,2 stops
2289,ATL,BZE,05-23,American Airlines,$428,6:56,am,12:43,pm,7h 47m,2 stops
2290,ATL,BZE,05-23,American Airlines,$430,5:42,am,10:42,am,7h 00m,1 stop
2291,ATL,BZE,05-23,American Airlines,$430,5:42,am,12:43,pm,9h 01m,1 stop
2292,ATL,BZE,05-23,American Airlines,$430,6:05,am,12:56,pm,8h 51m,1 stop
2293,ATL,BZE,05-23,American Airlines,$430,6:53,am,10:42,am,5h 49m,1 stop
2294,ATL,BZE,05-23,American Airlines,$430,6:53,am,12:43,pm,7h 50m,1 stop
2295,ATL,BZE,05-23,American Airlines,$430,7:30,am,10:42,am,5h 12m,1 stop
2296,ATL,BZE,05-23,American Airlines,$430,7:30,am,12:43,pm,7h 13m,1 stop
2297,ATL,BZE,05-23,American Airlines,$430,8:00,am,12:56,pm,6h 56m,1 stop
2298,ATL,BZE,05-23,American Airlines,$430,9:13,am,12:43,pm,5h 30m,1 stop
2299,ATL,BZE,05-23,American Airlines,$478,5:16,am,10:42,am,7h 26m,2 stops
2300,ATL,BZE,05-23,American Airlines,$478,5:16,am,12:43,pm,9h 27m,2 stops
2301,ATL,BZE,05-23,Multiple Airlines,$531,11:27,am,4:12,pm,30h 45m,2 stops
2302,ATL,CAE,05-21,Delta,$179,1:15,pm,2:12,pm,0h 57m,nonstop
2303,ATL,CAE,05-21,Delta,$179,8:41,am,9:43,am,1h 02m,nonstop
2304,ATL,CAE,05-21,Delta,$179,10:26,am,11:26,am,1h 00m,nonstop
2305,ATL,CAE,05-21,Delta,$179,2:40,pm,3:45,pm,1h 05m,nonstop
2306,ATL,CAE,05-21,Delta,$179,4:30,pm,5:35,pm,1h 05m,nonstop
2307,ATL,CAE,05-21,Delta,$179,5:45,pm,6:51,pm,1h 06m,nonstop
2308,ATL,CAE,05-21,Delta,$179,7:12,pm,8:15,pm,1h 03m,nonstop
2309,ATL,CAE,05-21,Delta,$179,9:37,pm,10:40,pm,1h 03m,nonstop
2310,ATL,CAE,05-21,Delta,$179,11:33,pm,12:35,am,1h 02m,nonstop
2311,ATL,CAE,05-21,American Airlines,$186,6:56,am,12:00,pm,5h 04m,1 stop
2312,ATL,CAE,05-21,American Airlines,$186,8:31,am,12:00,pm,3h 29m,1 stop
2313,ATL,CAE,05-21,American Airlines,$186,9:40,am,1:41,pm,4h 01m,1 stop
2314,ATL,CAE,05-21,American Airlines,$266,6:56,am,10:45,am,3h 49m,1 stop
2315,ATL,CAE,05-21,United Airlines,$306,9:45,am,2:09,pm,4h 24m,1 stop
2316,ATL,CAE,05-21,United Airlines,$306,7:40,pm,11:30,pm,3h 50m,1 stop
2317,ATL,CAE,05-22,Delta,$179,1:15,pm,2:12,pm,0h 57m,nonstop
2318,ATL,CAE,05-22,Delta,$179,8:41,am,9:43,am,1h 02m,nonstop
2319,ATL,CAE,05-22,Delta,$179,10:26,am,11:26,am,1h 00m,nonstop
2320,ATL,CAE,05-22,Delta,$179,2:40,pm,3:45,pm,1h 05m,nonstop
2321,ATL,CAE,05-22,Delta,$179,4:30,pm,5:35,pm,1h 05m,nonstop
2322,ATL,CAE,05-22,Delta,$179,5:45,pm,6:51,pm,1h 06m,nonstop
2323,ATL,CAE,05-22,Delta,$179,7:12,pm,8:15,pm,1h 03m,nonstop
2324,ATL,CAE,05-22,Delta,$179,9:37,pm,10:40,pm,1h 03m,nonstop
2325,ATL,CAE,05-22,Delta,$179,11:33,pm,12:35,am,1h 02m,nonstop
2326,ATL,CAE,05-22,American Airlines,$186,6:56,am,10:45,am,3h 49m,1 stop
2327,ATL,CAE,05-22,American Airlines,$186,6:56,am,12:00,pm,5h 04m,1 stop
2328,ATL,CAE,05-22,American Airlines,$186,8:31,am,12:00,pm,3h 29m,1 stop
2329,ATL,CAE,05-22,American Airlines,$186,9:40,am,1:41,pm,4h 01m,1 stop
2330,ATL,CAE,05-22,American Airlines,$266,2:07,pm,5:18,pm,3h 11m,1 stop
2331,ATL,CAE,05-22,United Airlines,$306,9:50,am,2:09,pm,4h 19m,1 stop
2332,ATL,CAE,05-23,Delta,$179,1:15,pm,2:12,pm,0h 57m,nonstop
2333,ATL,CAE,05-23,Delta,$179,8:41,am,9:43,am,1h 02m,nonstop
2334,ATL,CAE,05-23,Delta,$179,10:26,am,11:26,am,1h 00m,nonstop
2335,ATL,CAE,05-23,Delta,$179,2:40,pm,3:45,pm,1h 05m,nonstop
2336,ATL,CAE,05-23,Delta,$179,5:45,pm,6:51,pm,1h 06m,nonstop
2337,ATL,CAE,05-23,Delta,$179,7:12,pm,8:15,pm,1h 03m,nonstop
2338,ATL,CAE,05-23,Delta,$179,9:37,pm,10:40,pm,1h 03m,nonstop
2339,ATL,CAE,05-23,Delta,$179,11:33,pm,12:35,am,1h 02m,nonstop
2340,ATL,CAE,05-23,Delta,$259,4:30,pm,5:35,pm,1h 05m,nonstop
2341,ATL,CAE,05-23,American Airlines,$266,6:56,am,10:45,am,3h 49m,1 stop
2342,ATL,CAE,05-23,American Airlines,$266,8:31,am,12:00,pm,3h 29m,1 stop
2343,ATL,CAE,05-23,United Airlines,$317,9:50,am,2:09,pm,4h 19m,1 stop
2344,ATL,CAE,05-23,American Airlines,$346,9:40,am,1:41,pm,4h 01m,1 stop
2345,ATL,CAE,05-23,American Airlines,$346,2:07,pm,5:18,pm,3h 11m,1 stop
2346,ATL,CAE,05-23,American Airlines,$346,3:19,pm,7:11,pm,3h 52m,1 stop
2347,ATL,CAK,05-21,Spirit Airlines,$130,6:00,am,1:08,pm,7h 08m,1 stop
2348,ATL,CAK,05-21,American Airlines,$126,5:16,am,9:39,am,4h 23m,1 stop
2349,ATL,CAK,05-21,Delta,$159,2:56,pm,4:41,pm,1h 45m,nonstop
2350,ATL,CAK,05-21,American Airlines,$127,6:08,am,11:01,am,4h 53m,1 stop
2351,ATL,CAK,05-21,American Airlines,$127,7:34,am,1:54,pm,6h 20m,1 stop
2352,ATL,CAK,05-21,American Airlines,$127,12:19,pm,7:56,pm,7h 37m,1 stop
2353,ATL,CAK,05-21,American Airlines,$127,4:55,pm,9:05,pm,4h 10m,1 stop
2354,ATL,CAK,05-21,Spirit Airlines,$130,6:00,am,1:08,pm,7h 08m,1 stop
2355,ATL,CAK,05-21,American Airlines,$130,6:56,am,1:54,pm,6h 58m,2 stops
2356,ATL,CAK,05-21,American Airlines,$130,12:28,pm,8:38,pm,8h 10m,2 stops
2357,ATL,CAK,05-21,Delta,$159,9:41,am,11:28,am,1h 47m,nonstop
2358,ATL,CAK,05-21,Delta,$159,10:06,pm,11:53,pm,1h 47m,nonstop
2359,ATL,CAK,05-21,United Airlines,$167,8:00,am,1:44,pm,5h 44m,1 stop
2360,ATL,CAK,05-21,American Airlines,$176,2:07,pm,7:26,pm,5h 19m,1 stop
2361,ATL,CAK,05-21,American Airlines,$176,3:19,pm,7:26,pm,4h 07m,1 stop
2362,ATL,CAK,05-21,American Airlines,$176,3:19,pm,9:30,pm,6h 11m,1 stop
2363,ATL,CAK,05-23,Spirit Airlines,$143,6:00,am,1:08,pm,7h 08m,1 stop
2364,ATL,CAK,05-23,Delta,$159,9:41,am,11:28,am,1h 47m,nonstop
2365,ATL,CAK,05-23,Spirit Airlines,$143,6:00,am,1:08,pm,7h 08m,1 stop
2366,ATL,CAK,05-23,Delta,$159,10:06,pm,11:53,pm,1h 47m,nonstop
2367,ATL,CAK,05-23,American Airlines,$177,6:08,am,11:01,am,4h 53m,1 stop
2368,ATL,CAK,05-23,American Airlines,$246,5:16,am,9:39,am,4h 23m,1 stop
2369,ATL,CAK,05-23,Delta,$279,2:56,pm,4:41,pm,1h 45m,nonstop
2370,ATL,CAK,05-23,United Airlines,$287,10:55,am,4:56,pm,6h 01m,1 stop
2371,ATL,CAK,05-23,United Airlines,$287,11:55,am,4:56,pm,5h 01m,1 stop
2372,ATL,CAK,05-23,American Airlines,$348,4:55,pm,9:05,pm,4h 10m,1 stop
2373,ATL,CAK,05-23,American Airlines,$393,12:56,pm,9:05,pm,8h 09m,2 stops
2374,ATL,CAK,05-23,American Airlines,$396,9:40,am,3:40,pm,6h 00m,1 stop
2375,ATL,CAK,05-23,American Airlines,$396,2:07,pm,7:26,pm,5h 19m,1 stop
2376,ATL,CAK,05-23,American Airlines,$396,3:19,pm,9:30,pm,6h 11m,1 stop
2377,ATL,CAK,05-23,American Airlines,$396,3:19,pm,7:26,pm,4h 07m,1 stop
2378,ATL,CAK,05-23,American Airlines,$396,5:47,pm,11:33,pm,5h 46m,1 stop
2379,ATL,CAK,05-24,Spirit Airlines,$168,9:44,pm,1:08,pm,15h 24m,1 stop
2380,ATL,CAK,05-24,Delta,$159,10:06,pm,11:53,pm,1h 47m,nonstop
2381,ATL,CAK,05-24,Spirit Airlines,$163,9:44,pm,1:08,pm,15h 24m,1 stop
2382,ATL,CAK,05-24,Spirit Airlines,$197,6:00,am,1:08,pm,7h 08m,1 stop
2383,ATL,CAK,05-24,American Airlines,$246,3:19,pm,9:30,pm,6h 11m,1 stop
2384,ATL,CAK,05-24,American Airlines,$247,6:08,am,11:01,am,4h 53m,1 stop
2385,ATL,CAK,05-24,American Airlines,$247,4:55,pm,9:05,pm,4h 10m,1 stop
2386,ATL,CAK,05-24,Delta,$279,9:41,am,11:28,am,1h 47m,nonstop
2387,ATL,CAK,05-24,Delta,$279,2:56,pm,4:41,pm,1h 45m,nonstop
2388,ATL,CAK,05-24,United Airlines,$373,3:50,pm,10:02,pm,6h 12m,1 stop
2389,ATL,CAK,05-24,American Airlines,$396,5:16,am,9:39,am,4h 23m,1 stop
2390,ATL,CAK,05-24,American Airlines,$396,9:40,am,3:40,pm,6h 00m,1 stop
2391,ATL,CAK,05-24,American Airlines,$396,2:07,pm,7:26,pm,5h 19m,1 stop
2392,ATL,CAK,05-24,American Airlines,$396,3:19,pm,7:26,pm,4h 07m,1 stop
2393,ATL,CAK,05-24,American Airlines,$396,5:47,pm,9:30,pm,3h 43m,1 stop
2394,ATL,CAK,05-24,American Airlines,$396,5:47,pm,11:33,pm,5h 46m,1 stop
2395,ATL,CCS,05-19,Multiple Airlines,$314,9:44,pm,5:16,am,31h 32m,2 stops
2396,ATL,CCS,05-19,Multiple Airlines,$381,7:38,am,9:50,pm,14h 12m,"2 stops 

"
2397,ATL,CCS,05-19,Multiple Airlines,$320,7:15,pm,12:15,pm,17h 00m,"2 stops 

"
2398,ATL,CCS,05-19,Multiple Airlines,$340,9:44,pm,6:16,pm,20h 32m,2 stops
2399,ATL,CCS,05-19,Multiple Airlines,$417,3:25,pm,12:30,pm,21h 05m,"1 stop 

"
2400,ATL,CCS,05-19,Multiple Airlines,$485,7:15,pm,11:50,am,16h 35m,"3 stops 

"
2401,ATL,CCS,05-19,Copa Airlines,$740,9:50,am,5:16,am,19h 26m,2 stops
2402,ATL,CCS,05-19,Copa Airlines,$963,5:45,am,6:16,pm,12h 31m,2 stops
2403,ATL,CCS,05-19,Multiple Airlines,$1423,11:01,am,5:16,am,18h 15m,2 stops
2404,ATL,CCS,05-19,Multiple Airlines,$1423,11:01,am,5:16,am,18h 15m,2 stops
2405,ATL,CCS,05-19,Turkish Airlines,$1774,10:35,pm,12:45,pm,38h 10m,2 stops
2406,ATL,CCS,05-22,Multiple Airlines,$314,6:00,am,5:16,am,23h 16m,2 stops
2407,ATL,CCS,05-22,Multiple Airlines,$340,6:00,am,6:16,pm,12h 16m,2 stops
2408,ATL,CCS,05-22,Multiple Airlines,$316,6:00,am,5:16,am,23h 16m,"2 stops 

"
2409,ATL,CCS,05-22,Multiple Airlines,$343,7:38,am,9:50,pm,14h 12m,"2 stops 

"
2410,ATL,CCS,05-22,Multiple Airlines,$367,9:44,pm,6:16,pm,20h 32m,"2 stops 

"
2411,ATL,CCS,05-22,Multiple Airlines,$368,7:15,pm,12:15,pm,17h 00m,"2 stops 

"
2412,ATL,CCS,05-22,Multiple Airlines,$498,7:15,pm,11:50,am,16h 35m,"3 stops 

"
2413,ATL,CCS,05-22,Copa Airlines,$734,9:50,am,5:16,am,19h 26m,2 stops
2414,ATL,CCS,05-22,Copa Airlines,$735,5:45,am,6:16,pm,12h 31m,2 stops
2415,ATL,CCS,05-22,Multiple Airlines,$1319,12:48,pm,5:16,am,16h 28m,2 stops
2416,ATL,CCS,05-22,Multiple Airlines,$1357,11:01,am,5:16,am,18h 15m,2 stops
2417,ATL,CCS,05-22,Multiple Airlines,$1357,11:01,am,5:16,am,18h 15m,2 stops
2418,ATL,CCS,05-23,Multiple Airlines,$321,7:38,am,9:29,am,25h 51m,"2 stops 

"
2419,ATL,CCS,05-23,Multiple Airlines,$404,6:00,am,6:16,pm,12h 16m,"2 stops 

"
2420,ATL,CCS,05-23,Multiple Airlines,$409,7:38,am,6:32,pm,10h 54m,"2 stops 

"
2421,ATL,CCS,05-23,Multiple Airlines,$387,7:38,am,9:50,pm,14h 12m,"2 stops 

"
2422,ATL,CCS,05-23,Multiple Airlines,$419,7:15,pm,9:29,am,14h 14m,"3 stops 

"
2423,ATL,CCS,05-23,Multiple Airlines,$456,7:15,pm,12:15,pm,17h 00m,"2 stops 

"
2424,ATL,CCS,05-23,Multiple Airlines,$485,7:15,pm,11:50,am,16h 35m,"3 stops 

"
2425,ATL,CCS,05-23,Multiple Airlines,$504,10:00,am,12:15,pm,26h 15m,"2 stops 

"
2426,ATL,CCS,05-23,Copa Airlines,$735,5:45,am,6:16,pm,12h 31m,2 stops
2427,ATL,CCS,05-23,Multiple Airlines,$1420,12:48,pm,5:16,am,16h 28m,2 stops
2428,ATL,CCS,05-23,Multiple Airlines,$1458,11:01,am,5:16,am,18h 15m,2 stops
2429,ATL,CCS,05-23,Multiple Airlines,$2914,6:41,pm,12:15,pm,17h 34m,2 stops
2430,ATL,CCS,05-25,Multiple Airlines,$311,9:44,pm,6:16,pm,20h 32m,2 stops
2431,ATL,CCS,05-25,Multiple Airlines,$311,9:44,pm,6:16,pm,20h 32m,2 stops
2432,ATL,CCS,05-25,Multiple Airlines,$311,9:44,pm,5:16,am,31h 32m,2 stops
2433,ATL,CCS,05-25,Multiple Airlines,$341,9:44,pm,6:16,pm,20h 32m,"2 stops 

"
2434,ATL,CCS,05-25,Multiple Airlines,$417,7:15,pm,12:15,pm,17h 00m,"2 stops 

"
2435,ATL,CCS,05-25,Multiple Airlines,$515,7:15,pm,9:29,am,14h 14m,"3 stops 

"
2436,ATL,CCS,05-25,Copa Airlines,$576,9:45,am,5:16,am,19h 31m,2 stops
2437,ATL,CCS,05-25,Copa Airlines,$740,5:45,am,6:16,pm,12h 31m,2 stops
2438,ATL,CCS,05-25,Multiple Airlines,$1420,11:01,am,5:16,am,18h 15m,2 stops
2439,ATL,CDG,05-20,Multiple Airlines,$469,6:00,am,11:25,pm,35h 25m,"2 stops 

"
2440,ATL,CDG,05-20,Lufthansa,$1034,4:10,pm,9:30,am,11h 20m,1 stop
2441,ATL,CDG,05-20,Multiple Airlines,$579,5:45,am,10:40,am,22h 55m,"1 stop 

"
2442,ATL,CDG,05-20,Multiple Airlines,$638,6:03,pm,4:00,pm,15h 57m,2 stops
2443,ATL,CDG,05-20,Multiple Airlines,$638,6:03,pm,7:35,pm,19h 32m,2 stops
2444,ATL,CDG,05-20,Multiple Airlines,$677,11:04,am,1:15,pm,20h 11m,"2 stops 

"
2445,ATL,CDG,05-20,Multiple Airlines,$786,11:14,am,11:45,am,18h 31m,"2 stops 

"
2446,ATL,CDG,05-20,SAS,$836,4:45,pm,7:00,pm,20h 15m,2 stops
2447,ATL,CDG,05-20,Multiple Airlines,$891,10:27,am,12:55,pm,20h 28m,2 stops
2448,ATL,CDG,05-20,Multiple Airlines,$902,10:20,pm,7:45,pm,15h 25m,"2 stops 

"
2449,ATL,CDG,05-20,Multiple Airlines,$956,6:03,pm,4:40,pm,16h 37m,2 stops
2450,ATL,CDG,05-20,Lufthansa,$1003,1:25,pm,9:30,am,14h 05m,1 stop
2451,ATL,CDG,05-20,Lufthansa,$1025,2:30,pm,11:25,am,14h 55m,2 stops
2452,ATL,CDG,05-20,Lufthansa,$1025,1:25,pm,11:25,am,16h 00m,2 stops
2453,ATL,CDG,05-20,Lufthansa,$1025,6:25,pm,5:10,pm,16h 45m,2 stops
2454,ATL,CDG,05-20,Lufthansa,$1025,1:25,pm,1:45,pm,18h 20m,2 stops
2455,ATL,CDG,05-22,Multiple Airlines,$443,6:00,am,11:10,am,23h 10m,1 stop
2456,ATL,CDG,05-22,Multiple Airlines,$517,1:30,pm,11:10,am,15h 40m,"1 stop 

"
2457,ATL,CDG,05-22,Lufthansa,$1034,4:10,pm,9:30,am,11h 20m,1 stop
2458,ATL,CDG,05-22,Multiple Airlines,$459,11:27,am,11:10,am,17h 43m,"1 stop 

"
2459,ATL,CDG,05-22,Multiple Airlines,$558,5:45,pm,4:25,pm,16h 40m,"2 stops 

"
2460,ATL,CDG,05-22,Multiple Airlines,$579,6:03,pm,7:35,pm,19h 32m,2 stops
2461,ATL,CDG,05-22,Multiple Airlines,$590,5:45,pm,4:10,pm,16h 25m,"2 stops 

"
2462,ATL,CDG,05-22,Multiple Airlines,$636,6:03,pm,4:00,pm,15h 57m,2 stops
2463,ATL,CDG,05-22,Multiple Airlines,$816,6:15,am,8:40,am,20h 25m,"3 stops 

"
2464,ATL,CDG,05-22,Multiple Airlines,$917,2:40,pm,9:45,am,13h 05m,"1 stop 

"
2465,ATL,CDG,05-22,SAS,$995,11:45,am,1:25,pm,19h 40m,2 stops
2466,ATL,CDG,05-22,Multiple Airlines,$997,10:27,am,9:30,am,17h 03m,2 stops
2467,ATL,CDG,05-22,Lufthansa,$1003,1:25,pm,9:30,am,14h 05m,1 stop
2468,ATL,CDG,05-22,SAS,$1005,9:50,am,10:20,am,18h 30m,2 stops
2469,ATL,CDG,05-22,SAS,$1005,4:55,pm,7:00,pm,20h 05m,2 stops
2470,ATL,CDG,05-22,Multiple Airlines,$1007,10:27,am,12:40,pm,20h 13m,2 stops
2471,ATL,CDG,05-24,Multiple Airlines,$815,6:15,am,7:55,am,19h 40m,"3 stops 

"
2472,ATL,CDG,05-24,Lufthansa,$1398,4:10,pm,9:35,am,11h 25m,1 stop
2473,ATL,CDG,05-24,Multiple Airlines,$1018,11:14,am,9:30,am,16h 16m,"2 stops 

"
2474,ATL,CDG,05-24,Multiple Airlines,$1060,10:27,am,9:30,am,17h 03m,2 stops
2475,ATL,CDG,05-24,Multiple Airlines,$1062,10:27,am,12:40,pm,20h 13m,2 stops
2476,ATL,CDG,05-24,Lufthansa,$1133,9:50,am,6:55,am,15h 05m,1 stop
2477,ATL,CDG,05-24,Lufthansa,$1155,9:50,am,11:25,am,19h 35m,2 stops
2478,ATL,CDG,05-24,Lufthansa,$1168,9:50,am,8:35,am,16h 45m,2 stops
2479,ATL,CDG,05-24,Lufthansa,$1168,9:50,am,9:35,am,17h 45m,2 stops
2480,ATL,CDG,05-24,Lufthansa,$1168,9:50,am,10:35,am,18h 45m,2 stops
2481,ATL,CDG,05-24,Lufthansa,$1185,4:10,pm,5:10,pm,19h 00m,2 stops
2482,ATL,CDG,05-24,Lufthansa,$1389,6:25,pm,5:10,pm,16h 45m,2 stops
2483,ATL,CDG,05-24,Lufthansa,$1402,6:25,pm,5:35,pm,17h 10m,2 stops
2484,ATL,CDG,05-24,Aer Lingus,$1515,11:55,am,9:30,am,15h 35m,2 stops
2485,ATL,CDG,05-24,Aer Lingus,$1515,10:55,am,9:30,am,16h 35m,2 stops
2486,ATL,CHO,05-19,American Airlines,$216,6:56,am,11:01,am,4h 05m,1 stop
2487,ATL,CHO,05-19,Delta,$219,7:00,pm,8:30,pm,1h 30m,nonstop
2488,ATL,CHO,05-19,American Airlines,$216,6:56,am,12:22,pm,5h 26m,1 stop
2489,ATL,CHO,05-19,American Airlines,$216,8:31,am,12:22,pm,3h 51m,1 stop
2490,ATL,CHO,05-19,Delta,$219,9:06,am,10:43,am,1h 37m,nonstop
2491,ATL,CHO,05-19,Delta,$219,4:26,pm,6:06,pm,1h 40m,nonstop
2492,ATL,CHO,05-19,Delta,$219,9:34,pm,11:13,pm,1h 39m,nonstop
2493,ATL,CHO,05-19,United Airlines,$227,9:50,am,1:48,pm,3h 58m,1 stop
2494,ATL,CHO,05-19,American Airlines,$313,12:28,pm,7:23,pm,6h 55m,2 stops
2495,ATL,CHO,05-19,Delta,$319,1:40,pm,3:17,pm,1h 37m,nonstop
2496,ATL,CHO,05-19,American Airlines,$326,5:16,am,11:01,am,5h 45m,1 stop
2497,ATL,CHO,05-19,American Airlines,$326,9:40,am,3:43,pm,6h 03m,1 stop
2498,ATL,CHO,05-19,American Airlines,$326,12:28,pm,5:21,pm,4h 53m,1 stop
2499,ATL,CHO,05-19,American Airlines,$326,12:28,pm,3:43,pm,3h 15m,1 stop
2500,ATL,CHO,05-19,American Airlines,$326,12:28,pm,6:59,pm,6h 31m,1 stop
2501,ATL,CHO,05-20,American Airlines,$216,6:56,am,11:01,am,4h 05m,1 stop
2502,ATL,CHO,05-20,Delta,$219,7:00,pm,8:30,pm,1h 30m,nonstop
2503,ATL,CHO,05-20,American Airlines,$216,6:56,am,12:22,pm,5h 26m,1 stop
2504,ATL,CHO,05-20,American Airlines,$216,8:31,am,12:22,pm,3h 51m,1 stop
2505,ATL,CHO,05-20,American Airlines,$216,12:28,pm,5:21,pm,4h 53m,1 stop
2506,ATL,CHO,05-20,American Airlines,$216,12:28,pm,3:43,pm,3h 15m,1 stop
2507,ATL,CHO,05-20,American Airlines,$216,2:07,pm,5:21,pm,3h 14m,1 stop
2508,ATL,CHO,05-20,American Airlines,$216,3:19,pm,9:53,pm,6h 34m,1 stop
2509,ATL,CHO,05-20,Delta,$219,1:40,pm,3:17,pm,1h 37m,nonstop
2510,ATL,CHO,05-20,Delta,$219,4:26,pm,6:06,pm,1h 40m,nonstop
2511,ATL,CHO,05-20,Delta,$219,9:34,pm,11:13,pm,1h 39m,nonstop
2512,ATL,CHO,05-20,United Airlines,$227,9:50,am,1:48,pm,3h 58m,1 stop
2513,ATL,CHO,05-20,United Airlines,$227,2:30,pm,7:10,pm,4h 40m,1 stop
2514,ATL,CHO,05-20,Delta,$227,3:30,pm,8:00,pm,4h 30m,1 stop
2515,ATL,CHO,05-20,United Airlines,$227,7:40,pm,11:10,pm,3h 30m,1 stop
2516,ATL,CHO,05-25,American Airlines,$216,5:30,am,11:01,am,5h 31m,1 stop
2517,ATL,CHO,05-25,Delta,$219,7:00,pm,8:29,pm,1h 29m,nonstop
2518,ATL,CHO,05-25,American Airlines,$216,6:56,am,12:22,pm,5h 26m,1 stop
2519,ATL,CHO,05-25,American Airlines,$216,6:56,am,11:01,am,4h 05m,1 stop
2520,ATL,CHO,05-25,American Airlines,$216,2:07,pm,5:21,pm,3h 14m,1 stop
2521,ATL,CHO,05-25,American Airlines,$216,2:07,pm,6:59,pm,4h 52m,1 stop
2522,ATL,CHO,05-25,American Airlines,$218,5:05,am,10:24,am,5h 19m,1 stop
2523,ATL,CHO,05-25,American Airlines,$218,12:21,pm,7:27,pm,7h 06m,1 stop
2524,ATL,CHO,05-25,Delta,$219,10:35,am,12:08,pm,1h 33m,nonstop
2525,ATL,CHO,05-25,Delta,$219,1:42,pm,3:17,pm,1h 35m,nonstop
2526,ATL,CHO,05-25,American Airlines,$222,7:34,am,5:21,pm,9h 47m,2 stops
2527,ATL,CHO,05-25,United Airlines,$227,9:45,am,1:48,pm,4h 03m,1 stop
2528,ATL,CHO,05-25,United Airlines,$227,2:30,pm,7:10,pm,4h 40m,1 stop
2529,ATL,CHO,05-25,American Airlines,$276,6:08,am,11:07,am,4h 59m,1 stop
2530,ATL,CHO,05-25,American Airlines,$276,5:38,pm,11:46,pm,6h 08m,1 stop
2531,ATL,CHS,05-19,American Airlines,$176,5:16,am,8:40,am,3h 24m,1 stop
2532,ATL,CHS,05-19,Delta,$179,10:37,pm,11:46,pm,1h 09m,nonstop
2533,ATL,CHS,05-19,American Airlines,$176,6:56,am,10:44,am,3h 48m,1 stop
2534,ATL,CHS,05-19,Delta,$179,9:50,am,11:03,am,1h 13m,nonstop
2535,ATL,CHS,05-19,Delta,$179,10:53,am,12:05,pm,1h 12m,nonstop
2536,ATL,CHS,05-19,Delta,$179,12:22,pm,1:36,pm,1h 14m,nonstop
2537,ATL,CHS,05-19,Delta,$179,1:40,pm,2:51,pm,1h 11m,nonstop
2538,ATL,CHS,05-19,Delta,$179,3:50,pm,5:06,pm,1h 16m,nonstop
2539,ATL,CHS,05-19,Delta,$179,4:50,pm,6:05,pm,1h 15m,nonstop
2540,ATL,CHS,05-19,Delta,$179,6:00,pm,7:12,pm,1h 12m,nonstop
2541,ATL,CHS,05-19,Delta,$179,7:15,pm,8:29,pm,1h 14m,nonstop
2542,ATL,CHS,05-19,Delta,$179,8:58,pm,10:11,pm,1h 13m,nonstop
2543,ATL,CHS,05-19,United Airlines,$217,7:40,pm,12:13,am,4h 33m,1 stop
2544,ATL,CHS,05-19,American Airlines,$224,5:16,am,10:44,am,5h 28m,1 stop
2545,ATL,CHS,05-19,American Airlines,$224,6:56,am,12:12,pm,5h 16m,1 stop
2546,ATL,CHS,05-25,Delta,$179,10:37,pm,11:46,pm,1h 09m,nonstop
2547,ATL,CHS,05-25,Delta,$179,9:50,am,11:03,am,1h 13m,nonstop
2548,ATL,CHS,05-25,Delta,$179,3:14,pm,4:28,pm,1h 14m,nonstop
2549,ATL,CHS,05-25,Delta,$179,7:15,pm,8:29,pm,1h 14m,nonstop
2550,ATL,CHS,05-25,JetBlue,$201,4:08,pm,10:34,pm,6h 26m,1 stop
2551,ATL,CHS,05-25,United Airlines,$221,7:40,pm,12:13,am,4h 33m,1 stop
2552,ATL,CHS,05-25,American Airlines,$224,5:47,pm,9:34,pm,3h 47m,1 stop
2553,ATL,CHS,05-25,American Airlines,$224,7:45,pm,11:41,pm,3h 56m,1 stop
2554,ATL,CHS,05-25,United Airlines,$232,2:30,pm,7:08,pm,4h 38m,1 stop
2555,ATL,CHS,05-25,United Airlines,$241,9:45,am,2:16,pm,4h 31m,1 stop
2556,ATL,CHS,05-25,Delta,$259,10:53,am,12:03,pm,1h 10m,nonstop
2557,ATL,CHS,05-25,Delta,$259,1:47,pm,3:00,pm,1h 13m,nonstop
2558,ATL,CHS,05-25,Delta,$259,5:45,pm,6:57,pm,1h 12m,nonstop
