,Destination,Num_flights,Num_carriers,Hour_f,Price,Hour,stops,Date,Carrier,Flight_time_minutes
2959,CRW,75,5,20,219,20,0,05-22,Delta,87
2960,CRW,75,5,14,219,14,0,05-22,Delta,88
2961,CRW,75,5,17,219,17,0,05-22,Delta,90
2962,CRW,75,5,5,226,5,1,05-22,American Airlines,224
2963,CRW,75,5,6,226,6,1,05-22,American Airlines,227
2964,CRW,75,5,9,226,9,1,05-22,American Airlines,264
2965,CRW,75,5,5,226,5,1,05-22,American Airlines,327
2966,CRW,75,5,8,226,8,1,05-22,American Airlines,333
2967,CRW,75,5,11,227,11,1,05-22,United Airlines,314
2968,CRW,75,5,15,227,15,1,05-22,United Airlines,349
2969,CRW,75,5,10,227,10,1,05-22,United Airlines,374
2970,CRW,75,5,5,227,5,1,05-22,American Airlines,378
2971,CRW,75,5,24,227,24,2,05-22,American Airlines,433
2972,CRW,75,5,13,219,13,0,05-24,Delta,82
2973,CRW,75,5,9,219,9,0,05-24,Delta,86
2974,CRW,75,5,20,219,20,0,05-24,Delta,87
2975,CRW,75,5,14,219,14,0,05-24,Delta,88
2976,CRW,75,5,17,219,17,0,05-24,Delta,90
2977,CRW,75,5,5,226,5,1,05-24,American Airlines,224
2978,CRW,75,5,6,226,6,1,05-24,American Airlines,227
2979,CRW,75,5,9,226,9,1,05-24,American Airlines,264
2980,CRW,75,5,5,226,5,1,05-24,American Airlines,327
2981,CRW,75,5,8,226,8,1,05-24,American Airlines,333
2982,CRW,75,5,10,227,10,1,05-24,United Airlines,374
2983,CRW,75,5,5,227,5,1,05-24,American Airlines,378
2984,CRW,75,5,19,261,19,2,05-24,Spirit Airlines,933
2985,CRW,75,5,21,274,21,3,05-24,Spirit Airlines,779
2986,CRW,75,5,19,326,19,1,05-24,American Airlines,228
2987,CRW,75,5,9,219,9,0,05-25,Delta,85
2988,CRW,75,5,14,219,14,0,05-25,Delta,86
2989,CRW,75,5,20,219,20,0,05-25,Delta,87
2990,CRW,75,5,6,226,6,1,05-25,American Airlines,227
2991,CRW,75,5,5,226,5,1,05-25,American Airlines,313
2992,CRW,75,5,8,226,8,1,05-25,American Airlines,333
2993,CRW,75,5,5,227,5,1,05-25,American Airlines,378
2994,CRW,75,5,5,230,5,2,05-25,American Airlines,353
2995,CRW,75,5,7,232,7,2,05-25,American Airlines,390
2996,CRW,75,5,14,326,14,1,05-25,American Airlines,232
2997,CRW,75,5,19,326,19,1,05-25,American Airlines,254
2998,CRW,75,5,17,326,17,1,05-25,American Airlines,372
2999,CRW,75,5,15,327,15,1,05-25,United Airlines,349
3000,CRW,75,5,13,3654,13,0,05-25,Linear Air Taxi,154
3001,CRW,75,5,17,3654,17,0,05-25,Linear Air Taxi,154
3002,CSG,27,1,13,105,13,0,05-19,Delta,45
3003,CSG,27,1,17,105,17,0,05-19,Delta,45
3004,CSG,27,1,20,105,20,0,05-19,Delta,49
3005,CSG,27,1,10,105,10,0,05-19,Delta,54
3006,CSG,27,1,13,105,13,0,05-20,Delta,45
3007,CSG,27,1,17,105,17,0,05-20,Delta,45
3008,CSG,27,1,20,105,20,0,05-20,Delta,49
3009,CSG,27,1,10,105,10,0,05-20,Delta,54
3010,CSG,27,1,13,105,13,0,05-21,Delta,45
3011,CSG,27,1,17,105,17,0,05-21,Delta,45
3012,CSG,27,1,20,105,20,0,05-21,Delta,49
3013,CSG,27,1,10,105,10,0,05-21,Delta,54
3014,CSG,27,1,13,105,13,0,05-22,Delta,45
3015,CSG,27,1,20,105,20,0,05-22,Delta,49
3016,CSG,27,1,10,105,10,0,05-22,Delta,54
3017,CSG,27,1,17,145,17,0,05-22,Delta,45
3018,CSG,27,1,17,105,17,0,05-23,Delta,45
3019,CSG,27,1,10,105,10,0,05-23,Delta,54
3020,CSG,27,1,13,145,13,0,05-23,Delta,45
3021,CSG,27,1,20,145,20,0,05-23,Delta,49
3022,CSG,27,1,17,145,17,0,05-24,Delta,45
3023,CSG,27,1,20,145,20,0,05-24,Delta,49
3024,CSG,27,1,13,242,13,0,05-24,Delta,45
3025,CSG,27,1,10,242,10,0,05-24,Delta,54
3026,CSG,27,1,19,105,19,0,05-25,Delta,43
3027,CSG,27,1,13,105,13,0,05-25,Delta,44
3028,CSG,27,1,10,105,10,0,05-25,Delta,52
3029,CUN,120,5,6,175,6,1,05-19,Spirit Airlines,471
3030,CUN,120,5,6,144,6,2,05-19,Spirit Airlines,386
3031,CUN,120,5,14,228,14,0,05-19,Delta,149
3032,CUN,120,5,7,164,7,1,05-19,Spirit Airlines,288
3033,CUN,120,5,6,169,6,1,05-19,Spirit Airlines,471
3034,CUN,120,5,6,174,6,1,05-19,American Airlines,329
3035,CUN,120,5,5,174,5,1,05-19,American Airlines,334
3036,CUN,120,5,8,174,8,1,05-19,American Airlines,354
3037,CUN,120,5,5,174,5,1,05-19,American Airlines,429
3038,CUN,120,5,9,174,9,1,05-19,American Airlines,439
3039,CUN,120,5,6,174,6,1,05-19,American Airlines,449
3040,CUN,120,5,8,174,8,1,05-19,American Airlines,508
3041,CUN,120,5,5,174,5,1,05-19,American Airlines,549
3042,CUN,120,5,6,174,6,1,05-19,American Airlines,603
3043,CUN,120,5,5,176,5,1,05-19,American Airlines,283
3044,CUN,120,5,7,176,7,1,05-19,American Airlines,296
3045,CUN,120,5,6,176,6,1,05-19,American Airlines,332
3046,CUN,120,5,7,145,7,1,05-20,Spirit Airlines,288
3047,CUN,120,5,14,228,14,0,05-20,Delta,149
3048,CUN,120,5,7,144,7,1,05-20,Spirit Airlines,288
3049,CUN,120,5,6,144,6,2,05-20,Spirit Airlines,386
3050,CUN,120,5,6,147,6,1,05-20,JetBlue,272
3051,CUN,120,5,6,169,6,1,05-20,Spirit Airlines,471
3052,CUN,120,5,6,174,6,1,05-20,American Airlines,329
3053,CUN,120,5,8,174,8,1,05-20,American Airlines,354
3054,CUN,120,5,5,174,5,1,05-20,American Airlines,429
3055,CUN,120,5,9,174,9,1,05-20,American Airlines,439
3056,CUN,120,5,6,174,6,1,05-20,American Airlines,449
3057,CUN,120,5,8,174,8,1,05-20,American Airlines,508
3058,CUN,120,5,5,174,5,1,05-20,American Airlines,549
3059,CUN,120,5,6,174,6,1,05-20,American Airlines,603
3060,CUN,120,5,24,176,24,1,05-20,American Airlines,268
3061,CUN,120,5,7,176,7,1,05-20,American Airlines,295
3062,CUN,120,5,6,176,6,1,05-20,American Airlines,332
3063,CUN,120,5,7,153,7,1,05-21,Spirit Airlines,288
3064,CUN,120,5,14,228,14,0,05-21,Delta,149
3065,CUN,120,5,7,144,7,1,05-21,Spirit Airlines,288
3066,CUN,120,5,6,144,6,2,05-21,Spirit Airlines,386
3067,CUN,120,5,6,144,6,1,05-21,Spirit Airlines,471
3068,CUN,120,5,6,174,6,1,05-21,American Airlines,329
3069,CUN,120,5,8,174,8,1,05-21,American Airlines,354
3070,CUN,120,5,5,174,5,1,05-21,American Airlines,429
3071,CUN,120,5,6,174,6,1,05-21,American Airlines,449
3072,CUN,120,5,5,174,5,1,05-21,American Airlines,549
3073,CUN,120,5,9,176,9,1,05-21,American Airlines,282
3074,CUN,120,5,7,176,7,1,05-21,American Airlines,295
3075,CUN,120,5,6,176,6,1,05-21,American Airlines,332
3076,CUN,120,5,9,176,9,1,05-21,American Airlines,365
3077,CUN,120,5,16,176,16,1,05-21,American Airlines,376
3078,CUN,120,5,7,176,7,1,05-21,American Airlines,385
3079,CUN,120,5,6,176,6,1,05-21,American Airlines,404
3080,CUN,120,5,7,280,7,1,05-22,Spirit Airlines,392
3081,CUN,120,5,6,217,6,2,05-22,Multiple Airlines,965
3082,CUN,120,5,18,343,18,0,05-22,Delta,151
3083,CUN,120,5,6,226,6,1,05-22,JetBlue,272
3084,CUN,120,5,6,227,6,1,05-22,Spirit Airlines,471
3085,CUN,120,5,7,258,7,1,05-22,Spirit Airlines,288
3086,CUN,120,5,6,258,6,2,05-22,Spirit Airlines,386
3087,CUN,120,5,7,276,7,1,05-22,Spirit Airlines,392
3088,CUN,120,5,11,283,11,1,05-22,JetBlue,289
3089,CUN,120,5,6,301,6,1,05-22,American Airlines,329
3090,CUN,120,5,8,301,8,1,05-22,American Airlines,354
3091,CUN,120,5,5,301,5,1,05-22,American Airlines,429
3092,CUN,120,5,6,301,6,1,05-22,American Airlines,449
3093,CUN,120,5,5,301,5,1,05-22,American Airlines,549
3094,CUN,120,5,6,301,6,2,05-22,American Airlines,604
3095,CUN,120,5,24,303,24,1,05-22,American Airlines,268
3096,CUN,120,5,9,303,9,1,05-22,American Airlines,282
3097,CUN,120,5,6,211,6,1,05-23,Spirit Airlines,471
3098,CUN,120,5,18,503,18,0,05-23,Delta,151
3099,CUN,120,5,6,211,6,1,05-23,Spirit Airlines,471
3100,CUN,120,5,6,293,6,2,05-23,Spirit Airlines,386
3101,CUN,120,5,7,305,7,1,05-23,Spirit Airlines,392
3102,CUN,120,5,6,316,6,2,05-23,Spirit Airlines,609
3103,CUN,120,5,7,318,7,1,05-23,Spirit Airlines,288
3104,CUN,120,5,24,343,24,1,05-23,Delta,490
3105,CUN,120,5,6,346,6,1,05-23,American Airlines,603
3106,CUN,120,5,9,348,9,1,05-23,American Airlines,467
3107,CUN,120,5,6,348,6,1,05-23,American Airlines,607
3108,CUN,120,5,11,387,11,1,05-23,JetBlue,289
3109,CUN,120,5,24,402,24,2,05-23,Multiple Airlines,655
3110,CUN,120,5,6,406,6,1,05-23,American Airlines,329
3111,CUN,120,5,8,406,8,1,05-23,American Airlines,354
3112,CUN,120,5,5,406,5,1,05-23,American Airlines,429
3113,CUN,120,5,9,406,9,1,05-23,American Airlines,439
3114,CUN,120,5,7,319,7,1,05-24,Spirit Airlines,392
3115,CUN,120,5,14,628,14,0,05-24,Delta,149
3116,CUN,120,5,7,315,7,1,05-24,Spirit Airlines,392
3117,CUN,120,5,6,328,6,2,05-24,Spirit Airlines,386
3118,CUN,120,5,7,355,7,1,05-24,Spirit Airlines,288
3119,CUN,120,5,6,375,6,2,05-24,Spirit Airlines,609
3120,CUN,120,5,24,403,24,2,05-24,Multiple Airlines,655
3121,CUN,120,5,6,406,6,1,05-24,American Airlines,603
3122,CUN,120,5,6,408,6,1,05-24,Spirit Airlines,471
3123,CUN,120,5,10,408,10,1,05-24,American Airlines,505
3124,CUN,120,5,9,408,9,1,05-24,American Airlines,560
3125,CUN,120,5,8,408,8,1,05-24,American Airlines,625
3126,CUN,120,5,24,461,24,2,05-24,Multiple Airlines,610
3127,CUN,120,5,11,526,11,1,05-24,JetBlue,289
3128,CUN,120,5,6,531,6,1,05-24,American Airlines,329
3129,CUN,120,5,8,531,8,1,05-24,American Airlines,354
3130,CUN,120,5,5,531,5,1,05-24,American Airlines,429
3131,CUN,120,5,7,350,7,1,05-25,Spirit Airlines,392
3132,CUN,120,5,24,408,24,1,05-25,American Airlines,268
3133,CUN,120,5,18,628,18,0,05-25,Delta,151
3134,CUN,120,5,7,340,7,1,05-25,Spirit Airlines,392
3135,CUN,120,5,24,343,24,1,05-25,Delta,490
3136,CUN,120,5,8,346,8,1,05-25,American Airlines,508
3137,CUN,120,5,6,346,6,1,05-25,American Airlines,603
3138,CUN,120,5,6,358,6,2,05-25,Spirit Airlines,386
3139,CUN,120,5,7,367,7,2,05-25,Multiple Airlines,564
3140,CUN,120,5,6,368,6,1,05-25,Spirit Airlines,471
3141,CUN,120,5,11,387,11,1,05-25,JetBlue,289
3142,CUN,120,5,7,388,7,1,05-25,Spirit Airlines,288
3143,CUN,120,5,5,406,5,1,05-25,American Airlines,320
3144,CUN,120,5,6,406,6,1,05-25,American Airlines,329
3145,CUN,120,5,8,406,8,1,05-25,American Airlines,354
3146,CUN,120,5,5,406,5,1,05-25,American Airlines,415
3147,CUN,120,5,6,406,6,1,05-25,American Airlines,449
3148,CUN,120,5,14,406,14,2,05-25,American Airlines,513
3149,CVG,61,4,8,44,8,0,05-21,Frontier,94
3150,CVG,61,4,7,139,7,0,05-21,Delta,82
3151,CVG,61,4,8,36,8,0,05-21,Frontier,94
3152,CVG,61,4,9,139,9,0,05-21,Delta,82
3153,CVG,61,4,10,139,10,0,05-21,Delta,87
3154,CVG,61,4,13,139,13,0,05-21,Delta,84
3155,CVG,61,4,15,139,15,0,05-21,Delta,84
3156,CVG,61,4,16,139,16,0,05-21,Delta,85
3157,CVG,61,4,22,139,22,0,05-21,Delta,85
3158,CVG,61,4,6,143,6,1,05-21,American Airlines,388
3159,CVG,61,4,8,143,8,1,05-21,American Airlines,293
3160,CVG,61,4,8,143,8,1,05-21,American Airlines,362
3161,CVG,61,4,9,143,9,1,05-21,American Airlines,293
3162,CVG,61,4,9,143,9,1,05-21,American Airlines,224
3163,CVG,61,4,24,143,24,1,05-21,American Airlines,242
3164,CVG,61,4,15,143,15,1,05-21,American Airlines,352
3165,CVG,61,4,7,139,7,0,05-22,Delta,82
3166,CVG,61,4,9,139,9,0,05-22,Delta,82
3167,CVG,61,4,10,139,10,0,05-22,Delta,87
3168,CVG,61,4,13,139,13,0,05-22,Delta,84
3169,CVG,61,4,5,143,5,1,05-22,American Airlines,297
3170,CVG,61,4,6,143,6,1,05-22,American Airlines,388
3171,CVG,61,4,8,143,8,1,05-22,American Airlines,293
3172,CVG,61,4,8,143,8,1,05-22,American Airlines,362
3173,CVG,61,4,9,143,9,1,05-22,American Airlines,224
3174,CVG,61,4,9,143,9,1,05-22,American Airlines,410
3175,CVG,61,4,9,143,9,1,05-22,American Airlines,293
3176,CVG,61,4,24,143,24,1,05-22,American Airlines,242
3177,CVG,61,4,5,144,5,1,05-22,American Airlines,276
3178,CVG,61,4,6,144,6,1,05-22,American Airlines,350
3179,CVG,61,4,7,144,7,1,05-22,American Airlines,256
3180,CVG,61,4,7,139,7,0,05-24,Delta,82
3181,CVG,61,4,9,139,9,0,05-24,Delta,82
3182,CVG,61,4,5,177,5,1,05-24,American Airlines,276
3183,CVG,61,4,6,177,6,1,05-24,American Airlines,336
3184,CVG,61,4,7,177,7,1,05-24,American Airlines,395
3185,CVG,61,4,17,177,17,1,05-24,American Airlines,319
3186,CVG,61,4,10,209,10,0,05-24,Delta,87
3187,CVG,61,4,13,209,13,0,05-24,Delta,84
3188,CVG,61,4,15,209,15,0,05-24,Delta,84
3189,CVG,61,4,22,209,22,0,05-24,Delta,85
3190,CVG,61,4,7,210,7,1,05-24,American Airlines,256
3191,CVG,61,4,6,213,6,1,05-24,American Airlines,388
3192,CVG,61,4,6,214,6,1,05-24,American Airlines,350
3193,CVG,61,4,17,246,17,1,05-24,American Airlines,394
3194,CVG,61,4,5,255,5,1,05-24,American Airlines,297
3195,CVG,61,4,7,139,7,0,05-25,Delta,81
3196,CVG,61,4,6,143,6,1,05-25,American Airlines,388
3197,CVG,61,4,6,144,6,1,05-25,American Airlines,261
3198,CVG,61,4,6,144,6,1,05-25,American Airlines,258
3199,CVG,61,4,11,144,11,1,05-25,American Airlines,335
3200,CVG,61,4,24,144,24,1,05-25,American Airlines,451
3201,CVG,61,4,14,144,14,1,05-25,American Airlines,383
3202,CVG,61,4,8,176,8,1,05-25,American Airlines,293
3203,CVG,61,4,8,176,8,1,05-25,American Airlines,362
3204,CVG,61,4,14,176,14,1,05-25,American Airlines,317
3205,CVG,61,4,17,176,17,1,05-25,American Airlines,204
3206,CVG,61,4,7,177,7,1,05-25,American Airlines,305
3207,CVG,61,4,9,177,9,1,05-25,United Airlines,270
3208,CVG,61,4,24,177,24,1,05-25,American Airlines,386
3209,CVG,61,4,15,177,15,1,05-25,United Airlines,317
3210,CZM,84,5,7,248,7,2,05-20,Multiple Airlines,762
3211,CZM,84,5,14,343,14,1,05-20,Multiple Airlines,337
3212,CZM,84,5,10,422,10,1,05-20,American Airlines,361
3213,CZM,84,5,18,343,18,1,05-20,Multiple Airlines,1071
3214,CZM,84,5,9,422,9,1,05-20,American Airlines,416
3215,CZM,84,5,8,422,8,1,05-20,American Airlines,481
3216,CZM,84,5,6,422,6,1,05-20,American Airlines,596
3217,CZM,84,5,5,422,5,2,05-20,American Airlines,619
3218,CZM,84,5,7,497,7,1,05-20,United Airlines,325
3219,CZM,84,5,6,583,6,2,05-20,American Airlines,545
3220,CZM,84,5,5,583,5,2,05-20,American Airlines,645
3221,CZM,84,5,5,583,5,2,05-20,American Airlines,645
3222,CZM,84,5,6,2184,6,2,05-20,American Airlines,592
3223,CZM,84,5,5,2313,5,2,05-20,American Airlines,656
3224,CZM,84,5,6,2389,6,2,05-20,American Airlines,593
3225,CZM,84,5,7,248,7,2,05-21,Multiple Airlines,762
3226,CZM,84,5,14,343,14,1,05-21,Multiple Airlines,337
3227,CZM,84,5,10,422,10,1,05-21,American Airlines,361
3228,CZM,84,5,18,344,18,1,05-21,Multiple Airlines,1071
3229,CZM,84,5,6,420,6,2,05-21,American Airlines,545
3230,CZM,84,5,5,420,5,2,05-21,American Airlines,645
3231,CZM,84,5,5,420,5,2,05-21,American Airlines,645
3232,CZM,84,5,9,422,9,1,05-21,American Airlines,416
3233,CZM,84,5,8,422,8,1,05-21,American Airlines,481
3234,CZM,84,5,6,422,6,1,05-21,American Airlines,596
3235,CZM,84,5,19,502,19,2,05-21,United Airlines,1040
3236,CZM,84,5,21,590,21,2,05-21,United Airlines,915
3237,CZM,84,5,19,590,19,2,05-21,United Airlines,1040
3238,CZM,84,5,18,590,18,2,05-21,United Airlines,1115
3239,CZM,84,5,19,612,19,1,05-21,United Airlines,1064
3240,CZM,84,5,7,380,7,2,05-22,Multiple Airlines,762
3241,CZM,84,5,10,422,10,1,05-22,American Airlines,361
3242,CZM,84,5,7,585,7,1,05-22,United Airlines,325
3243,CZM,84,5,6,420,6,2,05-22,American Airlines,545
3244,CZM,84,5,5,420,5,2,05-22,American Airlines,645
3245,CZM,84,5,5,420,5,2,05-22,American Airlines,645
3246,CZM,84,5,9,422,9,1,05-22,American Airlines,416
3247,CZM,84,5,8,422,8,1,05-22,American Airlines,481
3248,CZM,84,5,6,422,6,1,05-22,American Airlines,596
3249,CZM,84,5,18,594,18,1,05-22,Multiple Airlines,1071
3250,CZM,84,5,6,2184,6,2,05-22,American Airlines,592
3251,CZM,84,5,5,2313,5,2,05-22,American Airlines,656
3252,CZM,84,5,21,2463,21,2,05-22,American Airlines,1124
3253,CZM,84,5,21,2463,21,2,05-22,American Airlines,1124
3254,CZM,84,5,21,2463,21,2,05-22,American Airlines,1124
3255,CZM,84,5,6,251,6,2,05-23,Multiple Airlines,2014
3256,CZM,84,5,10,585,10,1,05-23,American Airlines,361
3257,CZM,84,5,6,299,6,2,05-23,Multiple Airlines,715
3258,CZM,84,5,6,583,6,2,05-23,American Airlines,545
3259,CZM,84,5,5,583,5,2,05-23,American Airlines,645
3260,CZM,84,5,20,583,20,2,05-23,Air Canada,900
3261,CZM,84,5,9,585,9,1,05-23,American Airlines,416
3262,CZM,84,5,8,585,8,1,05-23,American Airlines,481
3263,CZM,84,5,6,585,6,1,05-23,American Airlines,596
3264,CZM,84,5,5,585,5,2,05-23,American Airlines,619
3265,CZM,84,5,21,590,21,2,05-23,United Airlines,915
3266,CZM,84,5,14,807,14,1,05-23,Multiple Airlines,337
3267,CZM,84,5,24,882,24,1,05-23,Multiple Airlines,452
3268,CZM,84,5,21,1174,21,2,05-23,United Airlines,930
3269,CZM,84,5,20,1174,20,2,05-23,United Airlines,1020
3270,CZM,84,5,7,446,7,2,05-24,Multiple Airlines,800
3271,CZM,84,5,7,585,7,1,05-24,United Airlines,325
3272,CZM,84,5,10,585,10,1,05-24,American Airlines,361
3273,CZM,84,5,19,502,19,2,05-24,United Airlines,1040
3274,CZM,84,5,9,585,9,1,05-24,American Airlines,416
3275,CZM,84,5,8,585,8,1,05-24,American Airlines,481
3276,CZM,84,5,6,585,6,1,05-24,American Airlines,596
3277,CZM,84,5,19,585,19,1,05-24,American Airlines,1007
3278,CZM,84,5,19,589,19,2,05-24,American Airlines,1001
3279,CZM,84,5,21,590,21,2,05-24,United Airlines,915
3280,CZM,84,5,19,590,19,2,05-24,United Airlines,1040
3281,CZM,84,5,18,590,18,2,05-24,United Airlines,1115
3282,CZM,84,5,18,610,18,1,05-24,American Airlines,1087
3283,CZM,84,5,19,612,19,1,05-24,United Airlines,1064
3284,CZM,84,5,6,1287,6,2,05-24,American Airlines,545
3285,CZM,84,5,6,497,6,1,05-25,American Airlines,381
3286,CZM,84,5,7,585,7,1,05-25,United Airlines,325
3287,CZM,84,5,10,806,10,0,05-25,Aeromexico,163
3288,CZM,84,5,24,1039,24,1,05-25,Multiple Airlines,452
3289,CZM,84,5,14,1219,14,1,05-25,Multiple Airlines,337
3290,CZM,84,5,5,1267,5,2,05-25,United Airlines,572
3291,CZM,84,5,11,1371,11,1,05-25,Multiple Airlines,559
3294,DAB,45,4,24,139,24,0,05-20,Delta,78
3295,DAB,45,4,19,139,19,0,05-20,Delta,81
3296,DAB,45,4,15,139,15,0,05-20,Delta,83
3297,DAB,45,4,22,139,22,0,05-20,Delta,83
3298,DAB,45,4,15,146,15,1,05-20,American Airlines,239
3299,DAB,45,4,24,146,24,1,05-20,American Airlines,252
3300,DAB,45,4,6,146,6,1,05-20,American Airlines,294
3301,DAB,45,4,14,146,14,1,05-20,American Airlines,311
3302,DAB,45,4,9,169,9,0,05-20,Delta,77
3303,DAB,45,4,19,206,19,1,05-20,American Airlines,253
3304,DAB,45,4,17,206,17,1,05-20,American Airlines,371
3305,DAB,45,4,8,3327,8,0,05-20,Linear Air Taxi,155
3306,DAB,45,4,24,3327,24,0,05-20,Linear Air Taxi,155
3307,DAB,45,4,16,3327,16,0,05-20,Linear Air Taxi,155
3308,DAB,45,4,20,3327,20,0,05-20,Linear Air Taxi,155
3309,DAB,45,4,9,139,9,0,05-22,Delta,77
3310,DAB,45,4,24,139,24,0,05-22,Delta,78
3311,DAB,45,4,19,139,19,0,05-22,Delta,81
3312,DAB,45,4,15,139,15,0,05-22,Delta,83
3313,DAB,45,4,22,139,22,0,05-22,Delta,83
3314,DAB,45,4,10,140,10,1,05-22,Multiple Airlines,610
3315,DAB,45,4,24,146,24,1,05-22,American Airlines,252
3316,DAB,45,4,6,146,6,1,05-22,American Airlines,294
3317,DAB,45,4,14,146,14,1,05-22,American Airlines,311
3318,DAB,45,4,15,206,15,1,05-22,American Airlines,239
3319,DAB,45,4,19,306,19,1,05-22,American Airlines,253
3320,DAB,45,4,17,403,17,1,05-22,American Airlines,371
3321,DAB,45,4,14,3327,14,0,05-22,Linear Air Taxi,155
3322,DAB,45,4,17,3327,17,0,05-22,Linear Air Taxi,155
3323,DAB,45,4,18,3327,18,0,05-22,Linear Air Taxi,155
3324,DAB,45,4,9,139,9,0,05-24,Delta,77
3325,DAB,45,4,19,139,19,0,05-24,Delta,81
3326,DAB,45,4,22,139,22,0,05-24,Delta,83
3327,DAB,45,4,15,139,15,0,05-24,Delta,83
3328,DAB,45,4,24,199,24,0,05-24,Delta,78
3329,DAB,45,4,15,306,15,1,05-24,American Airlines,239
3330,DAB,45,4,24,306,24,1,05-24,American Airlines,252
3331,DAB,45,4,19,306,19,1,05-24,American Airlines,253
3332,DAB,45,4,6,306,6,1,05-24,American Airlines,294
3333,DAB,45,4,14,306,14,1,05-24,American Airlines,311
3334,DAB,45,4,17,403,17,1,05-24,American Airlines,371
3335,DAB,45,4,8,3327,8,0,05-24,Linear Air Taxi,155
3336,DAB,45,4,24,3327,24,0,05-24,Linear Air Taxi,155
3337,DAB,45,4,16,3327,16,0,05-24,Linear Air Taxi,155
3338,DAB,45,4,18,3327,18,0,05-24,Linear Air Taxi,155
3339,DAL,60,4,13,159,13,0,05-20,Delta,132
3340,DAL,60,4,16,159,16,0,05-20,Delta,140
3341,DAL,60,4,21,159,21,0,05-20,Delta,140
3342,DAL,60,4,10,201,10,0,05-20,Delta,133
3343,DAL,60,4,8,284,8,0,05-20,Delta,129
3344,DAL,60,4,6,1230,6,1,05-20,Alaska Airlines,610
3354,DAL,60,4,21,93,21,0,05-22,Delta,140
3355,DAL,60,4,8,127,8,0,05-22,Delta,129
3356,DAL,60,4,13,127,13,0,05-22,Delta,132
3357,DAL,60,4,10,127,10,0,05-22,Delta,133
3358,DAL,60,4,16,127,16,0,05-22,Delta,140
3359,DAL,60,4,16,168,16,1,05-22,Multiple Airlines,443
3360,DAL,60,4,6,1199,6,1,05-22,Alaska Airlines,610
3361,DAL,60,4,18,1289,18,1,05-22,Alaska Airlines,1209
3369,DAL,60,4,8,127,8,0,05-23,Delta,129
3370,DAL,60,4,10,127,10,0,05-23,Delta,133
3371,DAL,60,4,13,159,13,0,05-23,Delta,132
3372,DAL,60,4,16,159,16,0,05-23,Delta,140
3373,DAL,60,4,21,159,21,0,05-23,Delta,140
3374,DAL,60,4,6,1250,6,1,05-23,Alaska Airlines,610
3384,DAL,60,4,8,127,8,0,05-24,Delta,129
3385,DAL,60,4,10,127,10,0,05-24,Delta,133
3386,DAL,60,4,21,127,21,0,05-24,Delta,140
3387,DAL,60,4,13,159,13,0,05-24,Delta,132
3388,DAL,60,4,16,159,16,0,05-24,Delta,140
3389,DAL,60,4,16,237,16,1,05-24,Multiple Airlines,343
3390,DAL,60,4,6,1250,6,1,05-24,Alaska Airlines,610
3399,DAY,106,3,8,149,8,0,05-19,Delta,87
3400,DAY,106,3,24,149,24,0,05-19,Delta,89
3401,DAY,106,3,16,149,16,0,05-19,Delta,91
3402,DAY,106,3,22,149,22,0,05-19,Delta,98
3403,DAY,106,3,24,206,24,1,05-19,American Airlines,319
3404,DAY,106,3,17,207,17,1,05-19,American Airlines,397
3405,DAY,106,3,7,227,7,1,05-19,Delta,351
3406,DAY,106,3,9,227,9,1,05-19,Delta,226
3407,DAY,106,3,9,227,9,1,05-19,United Airlines,270
3408,DAY,106,3,8,316,8,1,05-19,American Airlines,347
3409,DAY,106,3,16,341,16,1,05-19,United Airlines,365
3410,DAY,106,3,9,348,9,1,05-19,American Airlines,319
3411,DAY,106,3,10,351,10,1,05-19,American Airlines,256
3412,DAY,106,3,6,386,6,1,05-19,American Airlines,386
3413,DAY,106,3,8,386,8,1,05-19,American Airlines,291
3414,DAY,106,3,17,137,17,1,05-20,American Airlines,397
3415,DAY,106,3,24,149,24,0,05-20,Delta,89
3416,DAY,106,3,16,149,16,0,05-20,Delta,91
3417,DAY,106,3,22,149,22,0,05-20,Delta,98
3418,DAY,106,3,6,157,6,1,05-20,Delta,225
3419,DAY,106,3,9,157,9,1,05-20,United Airlines,270
3420,DAY,106,3,18,157,18,1,05-20,United Airlines,315
3421,DAY,106,3,8,179,8,0,05-20,Delta,87
3422,DAY,106,3,5,206,5,1,05-20,American Airlines,222
3423,DAY,106,3,6,206,6,1,05-20,American Airlines,391
3424,DAY,106,3,8,206,8,1,05-20,American Airlines,296
3425,DAY,106,3,9,206,9,1,05-20,American Airlines,227
3426,DAY,106,3,15,206,15,1,05-20,American Airlines,367
3427,DAY,106,3,17,206,17,1,05-20,American Airlines,343
3428,DAY,106,3,17,206,17,1,05-20,American Airlines,219
3429,DAY,106,3,5,136,5,1,05-21,American Airlines,222
3430,DAY,106,3,8,149,8,0,05-21,Delta,87
3431,DAY,106,3,6,136,6,1,05-21,American Airlines,391
3432,DAY,106,3,8,136,8,1,05-21,American Airlines,296
3433,DAY,106,3,9,136,9,1,05-21,American Airlines,227
3434,DAY,106,3,24,136,24,1,05-21,American Airlines,319
3435,DAY,106,3,24,136,24,1,05-21,American Airlines,265
3436,DAY,106,3,14,136,14,1,05-21,American Airlines,220
3437,DAY,106,3,15,136,15,1,05-21,American Airlines,367
3438,DAY,106,3,5,137,5,1,05-21,American Airlines,350
3439,DAY,106,3,6,137,6,1,05-21,American Airlines,285
3440,DAY,106,3,6,137,6,1,05-21,American Airlines,298
