,Destination,Num_flights,Num_carriers,Hour_f,Price,Hour,stops,Date,Carrier,Flight_time_minutes
8187,LOS,30,7,14,3339,14,2,05-23,Multiple Airlines,940
8188,LOS,30,7,14,3339,14,2,05-23,Multiple Airlines,1090
8189,LOS,30,7,16,3756,16,1,05-23,United Airlines,1175
8190,LOS,30,7,22,4167,22,1,05-23,Delta,959
8191,LOS,30,7,22,4167,22,1,05-23,KLM,960
8192,LOS,30,7,19,4167,19,1,05-23,Air France,1120
8193,LOS,30,7,19,4167,19,1,05-23,Delta,1120
8194,LOS,30,7,19,4184,19,2,05-23,Air France,1120
8195,LOS,30,7,22,4197,22,0,05-23,Delta,670
8196,LWB,105,2,5,214,5,1,05-19,United Airlines,233
8197,LWB,105,2,10,270,10,1,05-19,United Airlines,349
8198,LWB,105,2,8,276,8,1,05-19,United Airlines,524
8199,LWB,105,2,11,361,11,1,05-19,United Airlines,289
8200,LWB,105,2,7,549,7,2,05-19,United Airlines,549
8201,LWB,105,2,9,747,9,2,05-19,United Airlines,1874
8202,LWB,105,2,6,3726,6,0,05-19,Linear Air Taxi,153
8203,LWB,105,2,7,3726,7,0,05-19,Linear Air Taxi,153
8204,LWB,105,2,8,3726,8,0,05-19,Linear Air Taxi,153
8205,LWB,105,2,9,3726,9,0,05-19,Linear Air Taxi,153
8206,LWB,105,2,10,3726,10,0,05-19,Linear Air Taxi,153
8207,LWB,105,2,11,3726,11,0,05-19,Linear Air Taxi,153
8208,LWB,105,2,24,3726,24,0,05-19,Linear Air Taxi,153
8209,LWB,105,2,13,3726,13,0,05-19,Linear Air Taxi,153
8210,LWB,105,2,14,3726,14,0,05-19,Linear Air Taxi,153
8211,LWB,105,2,5,214,5,1,05-20,United Airlines,233
8212,LWB,105,2,10,214,10,1,05-20,United Airlines,349
8213,LWB,105,2,11,214,11,1,05-20,United Airlines,289
8214,LWB,105,2,8,342,8,1,05-20,United Airlines,524
8215,LWB,105,2,5,444,5,2,05-20,United Airlines,659
8216,LWB,105,2,7,589,7,2,05-20,United Airlines,549
8217,LWB,105,2,7,689,7,2,05-20,United Airlines,584
8218,LWB,105,2,20,719,20,2,05-20,United Airlines,2684
8219,LWB,105,2,6,3726,6,0,05-20,Linear Air Taxi,153
8220,LWB,105,2,7,3726,7,0,05-20,Linear Air Taxi,153
8221,LWB,105,2,8,3726,8,0,05-20,Linear Air Taxi,153
8222,LWB,105,2,9,3726,9,0,05-20,Linear Air Taxi,153
8223,LWB,105,2,10,3726,10,0,05-20,Linear Air Taxi,153
8224,LWB,105,2,11,3726,11,0,05-20,Linear Air Taxi,153
8225,LWB,105,2,24,3726,24,0,05-20,Linear Air Taxi,153
8226,LWB,105,2,11,175,11,1,05-21,United Airlines,289
8227,LWB,105,2,10,175,10,1,05-21,United Airlines,349
8228,LWB,105,2,21,181,21,1,05-21,United Airlines,1139
8229,LWB,105,2,8,231,8,1,05-21,United Airlines,524
8230,LWB,105,2,5,345,5,2,05-21,United Airlines,659
8231,LWB,105,2,6,368,6,2,05-21,United Airlines,644
8232,LWB,105,2,5,391,5,2,05-21,United Airlines,659
8233,LWB,105,2,7,487,7,2,05-21,United Airlines,549
8234,LWB,105,2,5,663,5,2,05-21,United Airlines,659
8235,LWB,105,2,7,666,7,2,05-21,United Airlines,584
8236,LWB,105,2,20,719,20,2,05-21,United Airlines,2684
8237,LWB,105,2,6,3726,6,0,05-21,Linear Air Taxi,153
8238,LWB,105,2,7,3726,7,0,05-21,Linear Air Taxi,153
8239,LWB,105,2,8,3726,8,0,05-21,Linear Air Taxi,153
8240,LWB,105,2,9,3726,9,0,05-21,Linear Air Taxi,153
8241,LWB,105,2,11,175,11,1,05-22,United Airlines,289
8242,LWB,105,2,10,175,10,1,05-22,United Airlines,349
8243,LWB,105,2,8,231,8,1,05-22,United Airlines,524
8244,LWB,105,2,6,368,6,2,05-22,United Airlines,644
8245,LWB,105,2,5,386,5,2,05-22,United Airlines,659
8246,LWB,105,2,5,386,5,2,05-22,United Airlines,659
8247,LWB,105,2,5,391,5,2,05-22,United Airlines,659
8248,LWB,105,2,7,487,7,2,05-22,United Airlines,549
8249,LWB,105,2,6,860,6,2,05-22,United Airlines,2084
8250,LWB,105,2,6,3726,6,0,05-22,Linear Air Taxi,153
8251,LWB,105,2,7,3726,7,0,05-22,Linear Air Taxi,153
8252,LWB,105,2,8,3726,8,0,05-22,Linear Air Taxi,153
8253,LWB,105,2,9,3726,9,0,05-22,Linear Air Taxi,153
8254,LWB,105,2,10,3726,10,0,05-22,Linear Air Taxi,153
8255,LWB,105,2,11,3726,11,0,05-22,Linear Air Taxi,153
8256,LWB,105,2,11,214,11,1,05-23,United Airlines,289
8257,LWB,105,2,10,214,10,1,05-23,United Airlines,349
8258,LWB,105,2,8,342,8,1,05-23,United Airlines,524
8259,LWB,105,2,5,371,5,1,05-23,United Airlines,233
8260,LWB,105,2,7,549,7,2,05-23,United Airlines,549
8261,LWB,105,2,6,1237,6,2,05-23,United Airlines,2084
8262,LWB,105,2,24,3726,24,0,05-23,Linear Air Taxi,153
8263,LWB,105,2,13,3726,13,0,05-23,Linear Air Taxi,153
8264,LWB,105,2,14,3726,14,0,05-23,Linear Air Taxi,153
8265,LWB,105,2,15,3726,15,0,05-23,Linear Air Taxi,153
8266,LWB,105,2,16,3726,16,0,05-23,Linear Air Taxi,153
8267,LWB,105,2,17,3726,17,0,05-23,Linear Air Taxi,153
8268,LWB,105,2,18,3726,18,0,05-23,Linear Air Taxi,153
8269,LWB,105,2,19,3726,19,0,05-23,Linear Air Taxi,153
8270,LWB,105,2,20,3726,20,0,05-23,Linear Air Taxi,153
8271,LWB,105,2,21,272,21,1,05-24,United Airlines,1139
8272,LWB,105,2,5,371,5,1,05-24,United Airlines,233
8273,LWB,105,2,10,662,10,1,05-24,United Airlines,349
8274,LWB,105,2,11,692,11,1,05-24,United Airlines,289
8275,LWB,105,2,8,847,8,1,05-24,United Airlines,524
8276,LWB,105,2,5,1107,5,2,05-24,United Airlines,659
8277,LWB,105,2,6,3726,6,0,05-24,Linear Air Taxi,153
8278,LWB,105,2,7,3726,7,0,05-24,Linear Air Taxi,153
8279,LWB,105,2,8,3726,8,0,05-24,Linear Air Taxi,153
8280,LWB,105,2,9,3726,9,0,05-24,Linear Air Taxi,153
8281,LWB,105,2,10,3726,10,0,05-24,Linear Air Taxi,153
8282,LWB,105,2,11,3726,11,0,05-24,Linear Air Taxi,153
8283,LWB,105,2,24,3726,24,0,05-24,Linear Air Taxi,153
8284,LWB,105,2,13,3726,13,0,05-24,Linear Air Taxi,153
8285,LWB,105,2,14,3726,14,0,05-24,Linear Air Taxi,153
8286,LWB,105,2,10,214,10,1,05-25,United Airlines,349
8287,LWB,105,2,5,260,5,1,05-25,United Airlines,233
8288,LWB,105,2,8,272,8,1,05-25,United Airlines,524
8289,LWB,105,2,5,386,5,2,05-25,United Airlines,659
8290,LWB,105,2,6,434,6,2,05-25,United Airlines,644
8291,LWB,105,2,7,487,7,2,05-25,United Airlines,549
8292,LWB,105,2,7,1032,7,2,05-25,United Airlines,584
8293,LWB,105,2,6,3726,6,0,05-25,Linear Air Taxi,153
8294,LWB,105,2,7,3726,7,0,05-25,Linear Air Taxi,153
8295,LWB,105,2,8,3726,8,0,05-25,Linear Air Taxi,153
8296,LWB,105,2,9,3726,9,0,05-25,Linear Air Taxi,153
8297,LWB,105,2,10,3726,10,0,05-25,Linear Air Taxi,153
8298,LWB,105,2,11,3726,11,0,05-25,Linear Air Taxi,153
8299,LWB,105,2,24,3726,24,0,05-25,Linear Air Taxi,153
8300,LWB,105,2,13,3726,13,0,05-25,Linear Air Taxi,153
8301,MAD,30,3,6,737,6,1,05-20,Multiple Airlines,1085
8302,MAD,30,3,14,977,14,1,05-20,Brussels Airlines,670
8303,MAD,30,3,11,790,11,2,05-20,Multiple Airlines,1056
8304,MAD,30,3,7,856,7,2,05-20,Multiple Airlines,1012
8305,MAD,30,3,14,923,14,1,05-20,Multiple Airlines,977
8306,MAD,30,3,13,1029,13,2,05-20,Lufthansa,945
8307,MAD,30,3,13,1029,13,2,05-20,Lufthansa,1140
8308,MAD,30,3,14,1029,14,2,05-20,Lufthansa,880
8309,MAD,30,3,18,1029,18,2,05-20,Lufthansa,1055
8310,MAD,30,3,14,1030,14,2,05-20,Lufthansa,920
8311,MAD,30,3,14,1030,14,2,05-20,Lufthansa,920
8312,MAD,30,3,16,1038,16,1,05-20,Lufthansa,835
8313,MAD,30,3,9,1042,9,2,05-20,Lufthansa,1215
8314,MAD,30,3,13,1042,13,2,05-20,Lufthansa,1000
8315,MAD,30,3,14,1042,14,2,05-20,Lufthansa,935
8316,MAD,30,3,6,451,6,2,05-21,Multiple Airlines,1530
8317,MAD,30,3,14,977,14,1,05-21,Brussels Airlines,670
8318,MAD,30,3,11,472,11,2,05-21,Multiple Airlines,1203
8319,MAD,30,3,10,504,10,2,05-21,Multiple Airlines,1235
8320,MAD,30,3,13,515,13,2,05-21,Multiple Airlines,1265
8321,MAD,30,3,7,614,7,2,05-21,Multiple Airlines,1227
8322,MAD,30,3,8,676,8,2,05-21,Multiple Airlines,1159
8323,MAD,30,3,6,756,6,1,05-21,Multiple Airlines,1085
8324,MAD,30,3,7,852,7,2,05-21,Multiple Airlines,1012
8325,MAD,30,3,13,1029,13,2,05-21,Lufthansa,945
8326,MAD,30,3,13,1029,13,2,05-21,Lufthansa,1140
8327,MAD,30,3,14,1029,14,2,05-21,Lufthansa,880
8328,MAD,30,3,14,1030,14,2,05-21,Lufthansa,920
8329,MAD,30,3,14,1030,14,2,05-21,Lufthansa,920
8330,MAD,30,3,16,1038,16,1,05-21,Lufthansa,830
8331,MBJ,112,5,6,147,6,1,05-19,Spirit Airlines,586
8332,MBJ,112,5,9,247,9,0,05-19,Delta,167
8333,MBJ,112,5,6,140,6,1,05-19,Spirit Airlines,586
8334,MBJ,112,5,6,159,6,2,05-19,Spirit Airlines,557
8335,MBJ,112,5,10,179,10,1,05-19,Spirit Airlines,317
8336,MBJ,112,5,8,179,8,1,05-19,Spirit Airlines,396
8337,MBJ,112,5,7,179,7,1,05-19,Spirit Airlines,459
8338,MBJ,112,5,6,211,6,1,05-19,JetBlue,380
8339,MBJ,112,5,7,215,7,1,05-19,Spirit Airlines,394
8340,MBJ,112,5,7,247,7,2,05-19,Multiple Airlines,687
8341,MBJ,112,5,6,250,6,1,05-19,American Airlines,332
8342,MBJ,112,5,5,250,5,1,05-19,American Airlines,432
8343,MBJ,112,5,9,252,9,1,05-19,American Airlines,280
8344,MBJ,112,5,7,252,7,1,05-19,American Airlines,331
8345,MBJ,112,5,6,252,6,1,05-19,American Airlines,367
8346,MBJ,112,5,7,252,7,1,05-19,American Airlines,384
8347,MBJ,112,5,21,159,21,1,05-20,Spirit Airlines,1082
8348,MBJ,112,5,10,159,10,1,05-20,Spirit Airlines,317
8349,MBJ,112,5,24,237,24,0,05-20,Delta,169
8350,MBJ,112,5,8,159,8,1,05-20,Spirit Airlines,396
8351,MBJ,112,5,7,159,7,1,05-20,Spirit Airlines,459
8352,MBJ,112,5,6,159,6,2,05-20,Spirit Airlines,557
8353,MBJ,112,5,21,159,21,1,05-20,Spirit Airlines,1082
8354,MBJ,112,5,6,172,6,1,05-20,JetBlue,380
8355,MBJ,112,5,7,199,7,1,05-20,Spirit Airlines,394
8356,MBJ,112,5,5,240,5,1,05-20,American Airlines,321
8357,MBJ,112,5,6,240,6,1,05-20,American Airlines,332
8358,MBJ,112,5,8,240,8,1,05-20,American Airlines,389
8359,MBJ,112,5,5,240,5,1,05-20,American Airlines,432
8360,MBJ,112,5,6,240,6,1,05-20,American Airlines,484
8361,MBJ,112,5,5,240,5,1,05-20,American Airlines,584
8362,MBJ,112,5,9,242,9,1,05-20,American Airlines,280
8363,MBJ,112,5,6,147,6,1,05-21,Spirit Airlines,586
8364,MBJ,112,5,9,237,9,0,05-21,Delta,167
8365,MBJ,112,5,6,140,6,1,05-21,Spirit Airlines,586
8366,MBJ,112,5,10,159,10,1,05-21,Spirit Airlines,317
8367,MBJ,112,5,8,159,8,1,05-21,Spirit Airlines,396
8368,MBJ,112,5,7,159,7,1,05-21,Spirit Airlines,459
8369,MBJ,112,5,6,159,6,2,05-21,Spirit Airlines,557
8370,MBJ,112,5,7,184,7,1,05-21,Spirit Airlines,394
8371,MBJ,112,5,6,185,6,1,05-21,JetBlue,380
8372,MBJ,112,5,24,237,24,0,05-21,Delta,169
8373,MBJ,112,5,10,237,10,0,05-21,Delta,173
8374,MBJ,112,5,5,240,5,1,05-21,American Airlines,321
8375,MBJ,112,5,6,240,6,1,05-21,American Airlines,332
8376,MBJ,112,5,8,240,8,1,05-21,American Airlines,389
8377,MBJ,112,5,5,240,5,1,05-21,American Airlines,432
8378,MBJ,112,5,6,240,6,1,05-21,American Airlines,484
8379,MBJ,112,5,10,163,10,1,05-22,Spirit Airlines,317
8380,MBJ,112,5,10,237,10,0,05-22,Delta,173
8381,MBJ,112,5,10,163,10,1,05-22,Spirit Airlines,317
8382,MBJ,112,5,8,163,8,1,05-22,Spirit Airlines,396
8383,MBJ,112,5,7,163,7,1,05-22,Spirit Airlines,459
8384,MBJ,112,5,6,163,6,2,05-22,Spirit Airlines,557
8385,MBJ,112,5,7,208,7,1,05-22,Spirit Airlines,394
8386,MBJ,112,5,8,240,8,1,05-22,American Airlines,389
8387,MBJ,112,5,6,240,6,1,05-22,American Airlines,484
8388,MBJ,112,5,5,240,5,1,05-22,American Airlines,584
8389,MBJ,112,5,6,249,6,1,05-22,JetBlue,380
8390,MBJ,112,5,6,279,6,1,05-22,Multiple Airlines,512
8391,MBJ,112,5,6,291,6,1,05-22,Multiple Airlines,512
8392,MBJ,112,5,9,317,9,0,05-22,Delta,167
8393,MBJ,112,5,24,317,24,0,05-22,Delta,169
8394,MBJ,112,5,5,320,5,1,05-22,American Airlines,321
8395,MBJ,112,5,10,254,10,1,05-23,Spirit Airlines,317
8396,MBJ,112,5,22,220,22,1,05-23,Spirit Airlines,884
8397,MBJ,112,5,9,389,9,0,05-23,Delta,167
8398,MBJ,112,5,6,249,6,1,05-23,Spirit Airlines,586
8399,MBJ,112,5,10,250,10,1,05-23,Spirit Airlines,317
8400,MBJ,112,5,8,250,8,1,05-23,Spirit Airlines,396
8401,MBJ,112,5,7,250,7,1,05-23,Spirit Airlines,459
8402,MBJ,112,5,6,250,6,2,05-23,Spirit Airlines,557
8403,MBJ,112,5,7,290,7,1,05-23,Spirit Airlines,394
8404,MBJ,112,5,6,380,6,1,05-23,American Airlines,332
8405,MBJ,112,5,24,382,24,1,05-23,American Airlines,498
8406,MBJ,112,5,9,382,9,1,05-23,American Airlines,697
8407,MBJ,112,5,6,386,6,1,05-23,Multiple Airlines,512
8408,MBJ,112,5,24,389,24,0,05-23,Delta,169
8409,MBJ,112,5,6,401,6,1,05-23,JetBlue,380
8410,MBJ,112,5,5,404,5,1,05-23,American Airlines,321
8411,MBJ,112,5,6,264,6,2,05-24,Spirit Airlines,557
8412,MBJ,112,5,7,230,7,1,05-24,Spirit Airlines,394
8413,MBJ,112,5,24,459,24,0,05-24,Delta,169
8414,MBJ,112,5,22,230,22,1,05-24,Spirit Airlines,884
8415,MBJ,112,5,6,260,6,2,05-24,Spirit Airlines,557
8416,MBJ,112,5,7,300,7,1,05-24,Spirit Airlines,459
8417,MBJ,112,5,10,350,10,1,05-24,Spirit Airlines,317
8418,MBJ,112,5,8,350,8,1,05-24,Spirit Airlines,396
8419,MBJ,112,5,9,392,9,1,05-24,American Airlines,697
8420,MBJ,112,5,6,414,6,1,05-24,American Airlines,484
8421,MBJ,112,5,6,446,6,1,05-24,JetBlue,380
8422,MBJ,112,5,5,470,5,1,05-24,American Airlines,321
8423,MBJ,112,5,6,470,6,1,05-24,American Airlines,332
8424,MBJ,112,5,8,470,8,1,05-24,American Airlines,389
8425,MBJ,112,5,5,470,5,1,05-24,American Airlines,432
8426,MBJ,112,5,24,470,24,2,05-24,American Airlines,502
8427,MBJ,112,5,7,219,7,1,05-25,Spirit Airlines,394
8428,MBJ,112,5,22,199,22,1,05-25,Spirit Airlines,884
8429,MBJ,112,5,18,299,18,0,05-25,Delta,173
8430,MBJ,112,5,7,219,7,1,05-25,Spirit Airlines,394
8431,MBJ,112,5,6,223,6,2,05-25,Spirit Airlines,557
8432,MBJ,112,5,6,249,6,1,05-25,Spirit Airlines,586
8433,MBJ,112,5,8,265,8,1,05-25,Spirit Airlines,396
8434,MBJ,112,5,7,265,7,1,05-25,Spirit Airlines,459
8435,MBJ,112,5,6,336,6,1,05-25,Multiple Airlines,576
8436,MBJ,112,5,7,361,7,2,05-25,Multiple Airlines,417
8437,MBJ,112,5,10,373,10,1,05-25,Spirit Airlines,317
8438,MBJ,112,5,6,390,6,1,05-25,American Airlines,332
8439,MBJ,112,5,5,390,5,1,05-25,American Airlines,418
8440,MBJ,112,5,8,390,8,1,05-25,American Airlines,454
8441,MBJ,112,5,6,390,6,1,05-25,American Airlines,479
8442,MBJ,112,5,6,390,6,1,05-25,American Airlines,549
8443,MBS,90,2,18,267,18,1,05-19,Delta,302
8444,MBS,90,2,16,299,16,1,05-19,Delta,247
8445,MBS,90,2,11,379,11,1,05-19,United Airlines,262
8446,MBS,90,2,10,299,10,1,05-19,United Airlines,322
8447,MBS,90,2,7,299,7,1,05-19,Delta,359
8448,MBS,90,2,16,299,16,1,05-19,Delta,377
8449,MBS,90,2,14,299,14,1,05-19,Delta,406
8450,MBS,90,2,19,379,19,1,05-19,Delta,202
8451,MBS,90,2,9,379,9,1,05-19,Delta,234
8452,MBS,90,2,15,379,15,1,05-19,Delta,350
8453,MBS,90,2,15,379,15,1,05-19,United Airlines,372
8454,MBS,90,2,5,406,5,2,05-19,United Airlines,632
8455,MBS,90,2,7,411,7,2,05-19,United Airlines,557
8456,MBS,90,2,10,412,10,1,05-19,Delta,338
8457,MBS,90,2,15,412,15,1,05-19,Delta,489
8458,MBS,90,2,19,267,19,1,05-20,Delta,202
8459,MBS,90,2,6,267,6,1,05-20,Delta,208
8460,MBS,90,2,18,299,18,1,05-20,Delta,302
8461,MBS,90,2,17,299,17,1,05-20,Delta,337
8462,MBS,90,2,15,299,15,1,05-20,United Airlines,372
8463,MBS,90,2,15,299,15,1,05-20,Delta,489
8464,MBS,90,2,21,351,21,2,05-20,United Airlines,757
8465,MBS,90,2,11,379,11,1,05-20,United Airlines,262
8466,MBS,90,2,10,379,10,1,05-20,United Airlines,322
8467,MBS,90,2,15,379,15,1,05-20,Delta,350
8468,MBS,90,2,16,379,16,1,05-20,Delta,377
8469,MBS,90,2,16,379,16,1,05-20,Delta,399
8470,MBS,90,2,14,379,14,1,05-20,Delta,406
8471,MBS,90,2,13,412,13,1,05-20,Delta,197
8472,MBS,90,2,16,412,16,1,05-20,Delta,247
8473,MBS,90,2,18,187,18,1,05-21,Delta,302
8474,MBS,90,2,11,197,11,1,05-21,United Airlines,262
8475,MBS,90,2,19,219,19,1,05-21,Delta,202
8476,MBS,90,2,16,187,16,1,05-21,Delta,377
8477,MBS,90,2,10,197,10,1,05-21,United Airlines,322
8478,MBS,90,2,16,267,16,1,05-21,Delta,247
8479,MBS,90,2,15,267,15,1,05-21,United Airlines,372
8480,MBS,90,2,13,299,13,1,05-21,Delta,197
8481,MBS,90,2,9,299,9,1,05-21,Delta,234
8482,MBS,90,2,17,299,17,1,05-21,Delta,337
8483,MBS,90,2,10,299,10,1,05-21,Delta,338
8484,MBS,90,2,15,299,15,1,05-21,Delta,350
8485,MBS,90,2,7,299,7,1,05-21,Delta,359
8486,MBS,90,2,14,299,14,1,05-21,Delta,406
8487,MBS,90,2,21,300,21,2,05-21,United Airlines,757
8488,MBS,90,2,11,187,11,1,05-22,United Airlines,262
8489,MBS,90,2,19,219,19,1,05-22,Delta,202
8490,MBS,90,2,10,197,10,1,05-22,United Airlines,322
8491,MBS,90,2,16,197,16,1,05-22,Delta,377
8492,MBS,90,2,9,256,9,2,05-22,United Airlines,737
8493,MBS,90,2,9,261,9,2,05-22,United Airlines,737
8494,MBS,90,2,9,261,9,2,05-22,United Airlines,737
8495,MBS,90,2,18,267,18,1,05-22,Delta,302
8496,MBS,90,2,7,267,7,1,05-22,Delta,359
8497,MBS,90,2,15,267,15,1,05-22,Delta,489
8498,MBS,90,2,15,284,15,2,05-22,Delta,462
8499,MBS,90,2,13,284,13,2,05-22,Delta,582
8500,MBS,90,2,9,299,9,1,05-22,Delta,234
8501,MBS,90,2,17,299,17,1,05-22,Delta,337
8502,MBS,90,2,15,299,15,1,05-22,United Airlines,372
8503,MBS,90,2,11,267,11,1,05-23,United Airlines,262
8504,MBS,90,2,13,412,13,1,05-23,Delta,197
8505,MBS,90,2,10,267,10,1,05-23,United Airlines,322
8506,MBS,90,2,14,299,14,1,05-23,Delta,406
8507,MBS,90,2,15,379,15,1,05-23,Delta,350
8508,MBS,90,2,7,379,7,1,05-23,Delta,359
8509,MBS,90,2,21,389,21,2,05-23,United Airlines,757
8510,MBS,90,2,19,412,19,1,05-23,Delta,202
8511,MBS,90,2,18,412,18,1,05-23,Delta,302
8512,MBS,90,2,15,432,15,1,05-23,United Airlines,372
8513,MBS,90,2,7,436,7,2,05-23,Delta,336
8514,MBS,90,2,9,479,9,1,05-23,Delta,234
8515,MBS,90,2,10,479,10,1,05-23,Delta,338
8516,MBS,90,2,16,479,16,1,05-23,Delta,377
8517,MBS,90,2,15,479,15,1,05-23,Delta,489
8518,MBS,90,2,18,267,18,1,05-24,Delta,302
8519,MBS,90,2,19,299,19,1,05-24,Delta,202
8520,MBS,90,2,16,267,16,1,05-24,Delta,377
8521,MBS,90,2,7,299,7,1,05-24,Delta,359
8522,MBS,90,2,9,379,9,1,05-24,Delta,234
8523,MBS,90,2,16,379,16,1,05-24,Delta,247
8524,MBS,90,2,17,379,17,1,05-24,Delta,337
8525,MBS,90,2,15,379,15,1,05-24,Delta,350
8526,MBS,90,2,15,379,15,1,05-24,Delta,489
8527,MBS,90,2,11,389,11,1,05-24,United Airlines,262
8528,MBS,90,2,10,389,10,1,05-24,United Airlines,322
8529,MBS,90,2,14,412,14,1,05-24,Delta,406
8530,MBS,90,2,15,432,15,1,05-24,United Airlines,372
8531,MBS,90,2,7,436,7,2,05-24,Delta,336
8532,MBS,90,2,13,479,13,1,05-24,Delta,197
8533,MCI,105,4,5,109,5,1,05-19,American Airlines,330
8534,MCI,105,4,8,112,8,0,05-19,Delta,128
8535,MCI,105,4,19,112,19,0,05-19,Delta,128
8536,MCI,105,4,22,112,22,0,05-19,Delta,129
8537,MCI,105,4,24,126,24,0,05-19,Delta,125
8538,MCI,105,4,14,126,14,0,05-19,Delta,132
8539,MCI,105,4,21,126,21,0,05-19,Delta,131
8540,MCI,105,4,10,148,10,0,05-19,Delta,129
8541,MCI,105,4,17,148,17,0,05-19,Delta,135
8542,MCI,105,4,15,178,15,0,05-19,Delta,133
8543,MCI,105,4,6,145,6,1,05-19,American Airlines,307
8544,MCI,105,4,6,181,6,1,05-19,Spirit Airlines,356
8545,MCI,105,4,19,185,19,1,05-19,American Airlines,316
8546,MCI,105,4,17,186,17,1,05-19,American Airlines,429
8547,MCI,105,4,8,197,8,1,05-19,Spirit Airlines,303
8548,MCI,105,4,19,110,19,1,05-20,American Airlines,322
8549,MCI,105,4,17,112,17,0,05-20,Delta,135
8550,MCI,105,4,21,178,21,0,05-20,Delta,131
8551,MCI,105,4,15,208,15,0,05-20,Delta,133
8552,MCI,105,4,19,208,19,0,05-20,Delta,128
8553,MCI,105,4,22,208,22,0,05-20,Delta,129
8554,MCI,105,4,24,258,24,0,05-20,Delta,125
8555,MCI,105,4,14,258,14,0,05-20,Delta,132
8556,MCI,105,4,8,308,8,0,05-20,Delta,128
8557,MCI,105,4,10,308,10,0,05-20,Delta,129
8558,MCI,105,4,19,185,19,1,05-20,American Airlines,316
8559,MCI,105,4,18,217,18,1,05-20,American Airlines,292
8560,MCI,105,4,17,225,17,1,05-20,American Airlines,273
8561,MCI,105,4,17,110,17,1,05-20,American Airlines,429
8562,MCI,105,4,15,144,15,1,05-20,American Airlines,421
8563,MCI,105,4,5,100,5,1,05-21,American Airlines,330
8564,MCI,105,4,22,112,22,0,05-21,Delta,129
8565,MCI,105,4,8,126,8,0,05-21,Delta,128
8566,MCI,105,4,15,148,15,0,05-21,Delta,133
8567,MCI,105,4,17,148,17,0,05-21,Delta,135
8568,MCI,105,4,24,178,24,0,05-21,Delta,125
8569,MCI,105,4,14,178,14,0,05-21,Delta,132
8570,MCI,105,4,10,208,10,0,05-21,Delta,129
8571,MCI,105,4,19,208,19,0,05-21,Delta,128
8572,MCI,105,4,21,258,21,0,05-21,Delta,131
8573,MCI,105,4,17,101,17,1,05-21,American Airlines,318
8574,MCI,105,4,19,101,19,1,05-21,American Airlines,322
8575,MCI,105,4,8,104,8,1,05-21,Spirit Airlines,303
8576,MCI,105,4,10,120,10,1,05-21,American Airlines,345
8577,MCI,105,4,6,145,6,1,05-21,American Airlines,307
8578,MCI,105,4,5,100,5,1,05-22,American Airlines,330
8579,MCI,105,4,24,112,24,0,05-22,Delta,125
8580,MCI,105,4,8,112,8,0,05-22,Delta,128
8581,MCI,105,4,17,112,17,0,05-22,Delta,135
8582,MCI,105,4,19,112,19,0,05-22,Delta,128
8583,MCI,105,4,21,112,21,0,05-22,Delta,131
8584,MCI,105,4,22,112,22,0,05-22,Delta,129
8585,MCI,105,4,14,126,14,0,05-22,Delta,132
8586,MCI,105,4,15,178,15,0,05-22,Delta,133
8587,MCI,105,4,10,208,10,0,05-22,Delta,129
8588,MCI,105,4,19,145,19,1,05-22,American Airlines,322
8589,MCI,105,4,6,186,6,1,05-22,American Airlines,306
8590,MCI,105,4,10,186,10,1,05-22,United Airlines,282
8591,MCI,105,4,6,101,6,1,05-22,American Airlines,374
8592,MCI,105,4,7,101,7,1,05-22,American Airlines,499
8593,MCI,105,4,8,112,8,0,05-23,Delta,128
8594,MCI,105,4,22,112,22,0,05-23,Delta,129
8595,MCI,105,4,17,126,17,0,05-23,Delta,135
8596,MCI,105,4,10,148,10,0,05-23,Delta,129
8597,MCI,105,4,24,148,24,0,05-23,Delta,125
8598,MCI,105,4,14,148,14,0,05-23,Delta,132
8599,MCI,105,4,21,148,21,0,05-23,Delta,131
8600,MCI,105,4,15,208,15,0,05-23,Delta,133
8601,MCI,105,4,19,208,19,0,05-23,Delta,128
8602,MCI,105,4,5,119,5,1,05-23,American Airlines,330
8603,MCI,105,4,8,133,8,1,05-23,Spirit Airlines,303
8604,MCI,105,4,6,173,6,1,05-23,Spirit Airlines,356
8605,MCI,105,4,5,186,5,1,05-23,American Airlines,376
8606,MCI,105,4,6,226,6,1,05-23,American Airlines,307
8607,MCI,105,4,17,226,17,1,05-23,American Airlines,429
8608,MCI,105,4,19,148,19,0,05-24,Delta,128
8609,MCI,105,4,21,148,21,0,05-24,Delta,131
8610,MCI,105,4,24,178,24,0,05-24,Delta,125
8611,MCI,105,4,8,178,8,0,05-24,Delta,128
8612,MCI,105,4,10,178,10,0,05-24,Delta,129
8613,MCI,105,4,14,178,14,0,05-24,Delta,132
8614,MCI,105,4,15,178,15,0,05-24,Delta,133
8615,MCI,105,4,22,178,22,0,05-24,Delta,129
8616,MCI,105,4,17,208,17,0,05-24,Delta,135
8617,MCI,105,4,8,175,8,1,05-24,Spirit Airlines,303
8618,MCI,105,4,17,186,17,1,05-24,American Airlines,429
8619,MCI,105,4,5,225,5,1,05-24,American Airlines,330
8620,MCI,105,4,5,226,5,1,05-24,American Airlines,376
8621,MCI,105,4,5,226,5,1,05-24,American Airlines,445
8622,MCI,105,4,6,226,6,1,05-24,American Airlines,374
